"species","date1","date2","d","t1","t2","id","svl1","svl2","dsvl","sex","pop"
"Bufo spinosus","18/2/2020","20/2/2020",2,48,50,"BSFVXM21",101,102,1,"Male","Fuente_del_Valle"
"Bufo spinosus","16/03/2022","18/03/2022",2,74,76,"BSFVXM22",96,98,2,"Male","Fuente_del_Valle"
"Bufo spinosus","2/2/2020","4/2/2020",2,32,34,"BSFVXM3",87,91,4,"Male","Fuente_del_Valle"
"Bufo spinosus","4/2/2020","14/2/2020",10,34,44,"BSFVXM3",91,92,1,"Male","Fuente_del_Valle"
"Bufo spinosus","14/2/2020","28/03/2022",773,44,817,"BSFVXM3",92,90,-2,"Male","Fuente_del_Valle"
"Bufo spinosus","2/2/2020","4/2/2020",2,32,34,"BSFVXM4",91,88,-3,"Male","Fuente_del_Valle"
"Bufo spinosus","4/2/2020","5/2/2020",1,34,35,"BSFVXM4",88,89,1,"Male","Fuente_del_Valle"
"Bufo spinosus","5/2/2020","6/2/2020",1,35,36,"BSFVXM4",89,90,1,"Male","Fuente_del_Valle"
"Bufo spinosus","6/2/2020","14/2/2020",8,36,44,"BSFVXM4",90,92,2,"Male","Fuente_del_Valle"
"Bufo spinosus","14/2/2020","28/1/2021",349,44,393,"BSFVXM4",92,90,-2,"Male","Fuente_del_Valle"
"Bufo spinosus","28/1/2021","2/2/2021",5,27,32,"BSFVXM4",90,91,1,"Male","Fuente_del_Valle"
"Bufo spinosus","2/2/2020","4/2/2020",2,32,34,"BSFVXM5",98,101,3,"Male","Fuente_del_Valle"
"Bufo spinosus","4/2/2020","5/2/2020",1,34,35,"BSFVXM5",101,97,-4,"Male","Fuente_del_Valle"
"Bufo spinosus","5/2/2020","6/2/2020",1,35,36,"BSFVXM5",97,100,3,"Male","Fuente_del_Valle"
"Bufo spinosus","6/2/2020","18/2/2020",12,36,48,"BSFVXM5",100,100,0,"Male","Fuente_del_Valle"
"Bufo spinosus","18/2/2020","20/2/2020",2,48,50,"BSFVXM5",100,101,1,"Male","Fuente_del_Valle"
"Bufo spinosus","20/2/2020","22/2/2020",2,50,52,"BSFVXM5",101,98,-3,"Male","Fuente_del_Valle"
"Bufo spinosus","22/2/2020","16/2/2021",360,52,412,"BSFVXM5",98,100,2,"Male","Fuente_del_Valle"
"Bufo spinosus","21/03/2022","24/03/2022",3,79,82,"BSFVXM6",107,106,-1,"Male","Fuente_del_Valle"
"Bufo spinosus","24/03/2022","15/02/2024",693,82,775,"BSFVXM6",106,112,6,"Male","Fuente_del_Valle"
"Bufo spinosus","4/2/2020","4/3/2020",29,34,63,"BSFVXM8",102,104,2,"Male","Fuente_del_Valle"
"Bufo spinosus","4/3/2020","9/3/2020",5,63,68,"BSFVXM8",104,102,-2,"Male","Fuente_del_Valle"
"Bufo spinosus","9/3/2020","7/3/2021",363,68,431,"BSFVXM8",102,105,3,"Male","Fuente_del_Valle"
"Bufo spinosus","7/3/2021","16/3/2021",9,65,74,"BSFVXM8",105,103,-2,"Male","Fuente_del_Valle"
"Bufo spinosus","16/3/2021","16/03/2022",365,74,439,"BSFVXM8",103,108,5,"Male","Fuente_del_Valle"
"Bufo spinosus","16/03/2022","18/03/2022",2,74,76,"BSFVXM8",108,108,0,"Male","Fuente_del_Valle"
"Bufo spinosus","18/03/2022","21/03/2022",3,76,79,"BSFVXM8",108,108,0,"Male","Fuente_del_Valle"
"Bufo spinosus","21/03/2022","24/03/2022",3,79,82,"BSFVXM8",108,101,-7,"Male","Fuente_del_Valle"
"Bufo spinosus","24/03/2022","09/03/2023",350,82,432,"BSFVXM8",101,106,5,"Male","Fuente_del_Valle"
"Bufo spinosus","09/03/2023","13/03/2023",4,67,71,"BSFVXM8",106,103,-3,"Male","Fuente_del_Valle"
"Bufo spinosus","13/03/2023","16/03/2023",3,71,74,"BSFVXM8",103,109,6,"Male","Fuente_del_Valle"
"Bufo spinosus","16/03/2023","20/03/2023",4,74,78,"BSFVXM8",109,110,1,"Male","Fuente_del_Valle"
"Bufo spinosus","20/03/2023","27/03/2023",7,78,85,"BSFVXM8",110,110,0,"Male","Fuente_del_Valle"
"Bufo spinosus","27/03/2023","03/04/2023",7,85,92,"BSFVXM8",110,107,-3,"Male","Fuente_del_Valle"
"Bufo spinosus","03/04/2023","18/01/2024",290,92,382,"BSFVXM8",107,106,-1,"Male","Fuente_del_Valle"
"Bufo spinosus","18/01/2024","26/01/2024",8,17,25,"BSFVXM8",106,109,3,"Male","Fuente_del_Valle"
"Bufo spinosus","26/01/2024","04/02/2024",9,25,34,"BSFVXM8",109,112,3,"Male","Fuente_del_Valle"
"Bufo spinosus","04/02/2024","13/02/2024",9,34,43,"BSFVXM8",112,110,-2,"Male","Fuente_del_Valle"
"Bufo spinosus","13/02/2024","15/02/2024",2,43,45,"BSFVXM8",110,111,1,"Male","Fuente_del_Valle"
"Bufo spinosus","15/02/2024","14/03/2024",28,45,73,"BSFVXM8",111,109,-2,"Male","Fuente_del_Valle"
"Bufo spinosus","14/03/2024","19/03/2024",5,73,78,"BSFVXM8",109,110,1,"Male","Fuente_del_Valle"
"Bufo spinosus","4/2/2020","10/2/2020",6,34,40,"BSFVXM9",100,101,1,"Male","Fuente_del_Valle"
"Bufo spinosus","10/2/2020","12/2/2020",2,40,42,"BSFVXM9",101,95,-6,"Male","Fuente_del_Valle"
"Bufo spinosus","12/2/2020","7/3/2021",389,42,431,"BSFVXM9",95,106,11,"Male","Fuente_del_Valle"
"Bufo spinosus","7/3/2021","16/3/2021",9,65,74,"BSFVXM9",106,104,-2,"Male","Fuente_del_Valle"
"Bufo spinosus","16/3/2021","13/03/2022",362,74,436,"BSFVXM9",104,102,-2,"Male","Fuente_del_Valle"
"Bufo spinosus","13/03/2022","21/03/2022",8,71,79,"BSFVXM9",102,85,-17,"Male","Fuente_del_Valle"
"Bufo spinosus","21/03/2022","24/03/2022",3,79,82,"BSFVXM9",85,104,19,"Male","Fuente_del_Valle"
"Bufo spinosus","24/03/2022","18/01/2024",665,82,747,"BSFVXM9",104,106,2,"Male","Fuente_del_Valle"
"Bufo spinosus","18/01/2024","24/01/2024",6,17,23,"BSFVXM9",106,108,2,"Male","Fuente_del_Valle"
"Bufo spinosus","24/01/2024","01/02/2024",8,23,31,"BSFVXM9",108,108,0,"Male","Fuente_del_Valle"
"Discoglossus galganoi","11/03/2021","27/04/2021",47,69,116,"DG002",73,72,-1,"Male","Albala"
"Discoglossus galganoi","27/04/2021","29/03/2022",336,116,452,"DG002",72,74,2,"Male","Albala"
"Discoglossus galganoi","04/03/2020","11/03/2020",7,63,70,"DG008",63,62,-1,"Male","Albala"
"Discoglossus galganoi","11/02/2021","27/04/2021",75,41,116,"DG019",68,67,-1,"Male","Albala"
"Discoglossus galganoi","11/02/2021","24/03/2021",41,41,82,"DG026",63,64,1,"Female","Albala"
"Discoglossus galganoi","27/01/2021","11/02/2021",15,26,41,"DG033",76,76,0,"Female","Albala"
"Discoglossus galganoi","27/01/2021","27/04/2021",90,26,116,"DG035",69,68,-1,"Male","Albala"
"Discoglossus galganoi","13/02/2020","11/03/2020",27,43,70,"DG040",64,67,3,"Female","Albala"
"Discoglossus galganoi","13/02/2020","04/03/2020",20,43,63,"DG041",63,67,4,"Male","Albala"
"Discoglossus galganoi","04/03/2020","11/03/2020",7,63,70,"DG041",67,69,2,"Male","Albala"
"Discoglossus galganoi","11/03/2020","01/02/2021",327,70,397,"DG041",69,76,7,"Male","Albala"
"Discoglossus galganoi","01/02/2021","11/03/2021",38,31,69,"DG041",76,74,-2,"Male","Albala"
"Discoglossus galganoi","13/02/2020","11/03/2020",27,43,70,"DG044",51,54,3,"Male","Albala"
"Discoglossus galganoi","04/03/2020","11/02/2021",344,63,407,"DG048",66,72,6,"Female","Albala"
"Discoglossus galganoi","04/03/2020","11/03/2020",7,63,70,"DG050",48,48,0,"Male","Albala"
"Discoglossus galganoi","11/03/2020","29/03/2022",748,70,818,"DG052",61,71,10,"Female","Albala"
"Discoglossus galganoi","11/03/2020","02/03/2021",356,70,426,"DG053",62,72,10,"Male","Albala"
"Discoglossus galganoi","02/03/2021","17/03/2021",15,60,75,"DG053",72,71,-1,"Male","Albala"
"Discoglossus galganoi","17/03/2021","27/04/2021",41,75,116,"DG053",71,72,1,"Male","Albala"
"Discoglossus galganoi","27/04/2021","14/03/2022",321,116,437,"DG053",72,74,2,"Male","Albala"
"Discoglossus galganoi","14/03/2022","29/03/2022",15,72,87,"DG053",74,75,1,"Male","Albala"
"Discoglossus galganoi","11/03/2020","11/02/2021",337,70,407,"DG054",48,63,15,"Female","Albala"
"Discoglossus galganoi","13/03/2020","24/03/2021",376,72,448,"DG057",65,72,7,"Male","Albala"
"Discoglossus galganoi","27/01/2021","17/03/2021",49,26,75,"DG059",71,71,0,"Female","Albala"
"Discoglossus galganoi","11/02/2021","05/03/2021",22,41,63,"DG061",70,71,1,"Male","Albala"
"Discoglossus galganoi","05/03/2021","24/03/2021",19,63,82,"DG061",71,71,0,"Male","Albala"
"Discoglossus galganoi","24/03/2021","27/04/2021",34,82,116,"DG061",71,73,2,"Male","Albala"
"Discoglossus galganoi","11/02/2021","02/03/2021",19,41,60,"DG063",66,66,0,"Male","Albala"
"Discoglossus galganoi","02/03/2021","21/03/2022",384,60,444,"DG065",82,83,1,"Female","Albala"
"Discoglossus galganoi","02/03/2021","29/03/2022",392,60,452,"DG066",66,72,6,"Male","Albala"
"Discoglossus galganoi","02/03/2021","29/03/2022",392,60,452,"DG067",65,70,5,"Male","Albala"
"Discoglossus galganoi","29/03/2022","21/02/2023",329,87,416,"DG067",70,75,5,"Male","Albala"
"Discoglossus galganoi","11/03/2021","29/03/2022",383,69,452,"DG070",67,74,7,"Male","Albala"
"Discoglossus galganoi","24/03/2021","27/04/2021",34,82,116,"DG071",69,68,-1,"Male","Albala"
"Discoglossus galganoi","24/03/2021","21/03/2022",362,82,444,"DG072",57,65,8,"Female","Albala"
"Discoglossus galganoi","27/04/2021","29/03/2022",336,116,452,"DG073",66,72,6,"Male","Albala"
"Discoglossus galganoi","27/04/2021","29/03/2022",336,116,452,"DG074",71,71,0,"Male","Albala"
"Discoglossus galganoi","27/04/2021","29/03/2022",336,116,452,"DG075",52,58,6,"Female","Albala"
"Discoglossus galganoi","06/03/2023","27/03/2023",21,64,85,"DG084",58,58,0,"Male","Albala"
"Discoglossus galganoi","16/05/2023","18/03/2024",307,135,442,"Dgoes100",58,64,6,"Male","Parque_Oeste"
"Discoglossus galganoi","16/05/2023","04/06/2023",19,135,154,"Dgoes104",41,40,-1,"Female","Parque_Oeste"
"Discoglossus galganoi","16/05/2023","04/06/2023",19,135,154,"Dgoes105",35,36,1,"Unknown","Parque_Oeste"
"Discoglossus galganoi","30/05/2023","04/06/2023",5,149,154,"Dgoes106",67,65,-2,"Male","Parque_Oeste"
"Discoglossus galganoi","04/06/2023","22/06/2023",18,154,172,"Dgoes106",65,68,3,"Male","Parque_Oeste"
"Discoglossus galganoi","20/04/2022","08/03/2023",322,109,431,"Dgoes11",60,62,2,"Male","Parque_Oeste"
"Discoglossus galganoi","08/03/2023","07/05/2023",60,66,126,"Dgoes11",62,60,-2,"Male","Parque_Oeste"
"Discoglossus galganoi","04/06/2023","13/03/2024",283,154,437,"Dgoes111",61,65,4,"Male","Parque_Oeste"
"Discoglossus galganoi","13/03/2024","07/05/2024",55,72,127,"Dgoes111",65,64,-1,"Male","Parque_Oeste"
"Discoglossus galganoi","04/06/2023","14/06/2023",10,154,164,"Dgoes112",61,63,2,"Male","Parque_Oeste"
"Discoglossus galganoi","04/06/2023","22/06/2023",18,154,172,"Dgoes115",39,42,3,"Unknown","Parque_Oeste"
"Discoglossus galganoi","14/06/2023","18/03/2024",278,164,442,"Dgoes116",65,65,0,"Male","Parque_Oeste"
"Discoglossus galganoi","14/06/2023","13/03/2024",273,164,437,"Dgoes117",53,61,8,"Male","Parque_Oeste"
"Discoglossus galganoi","14/06/2023","07/05/2024",328,164,492,"Dgoes118",67,69,2,"Male","Parque_Oeste"
"Discoglossus galganoi","14/06/2023","18/03/2024",278,164,442,"Dgoes119",60,69,9,"Male","Parque_Oeste"
"Discoglossus galganoi","20/04/2022","27/03/2023",341,109,450,"Dgoes12",56,56,0,"Female","Parque_Oeste"
"Discoglossus galganoi","14/06/2023","22/06/2023",8,164,172,"Dgoes121",67,66,-1,"Male","Parque_Oeste"
"Discoglossus galganoi","04/05/2022","18/03/2024",684,123,807,"Dgoes13",44,57,13,"Male","Parque_Oeste"
"Discoglossus galganoi","13/03/2024","03/06/2024",82,72,154,"Dgoes130",55,57,2,"Female","Parque_Oeste"
"Discoglossus galganoi","18/03/2024","12/02/2025",331,77,408,"Dgoes139",53,60,7,"Female","Parque_Oeste"
"Discoglossus galganoi","04/05/2022","13/02/2023",285,123,408,"Dgoes14",64,65,1,"Male","Parque_Oeste"
"Discoglossus galganoi","13/02/2023","20/02/2023",7,43,50,"Dgoes14",65,66,1,"Male","Parque_Oeste"
"Discoglossus galganoi","20/02/2023","02/03/2023",10,50,60,"Dgoes14",66,65,-1,"Male","Parque_Oeste"
"Discoglossus galganoi","02/03/2023","08/03/2023",6,60,66,"Dgoes14",65,66,1,"Male","Parque_Oeste"
"Discoglossus galganoi","08/03/2023","07/05/2023",60,66,126,"Dgoes14",66,68,2,"Male","Parque_Oeste"
"Discoglossus galganoi","04/05/2022","24/04/2023",355,123,478,"Dgoes16",64,63,-1,"Male","Parque_Oeste"
"Discoglossus galganoi","24/04/2023","07/05/2023",13,113,126,"Dgoes16",63,60,-3,"Male","Parque_Oeste"
"Discoglossus galganoi","05/04/2024","07/05/2024",32,95,127,"Dgoes162",55,53,-2,"Male","Parque_Oeste"
"Discoglossus galganoi","04/05/2022","07/05/2023",368,123,491,"Dgoes17",62,75,13,"Male","Parque_Oeste"
"Discoglossus galganoi","07/05/2023","04/06/2023",28,126,154,"Dgoes17",75,67,-8,"Male","Parque_Oeste"
"Discoglossus galganoi","08/06/2022","13/02/2023",250,158,408,"Dgoes22",50,56,6,"Male","Parque_Oeste"
"Discoglossus galganoi","13/02/2023","20/02/2023",7,43,50,"Dgoes22",56,62,6,"Male","Parque_Oeste"
"Discoglossus galganoi","20/02/2023","02/03/2023",10,50,60,"Dgoes22",62,61,-1,"Male","Parque_Oeste"
"Discoglossus galganoi","02/03/2023","08/03/2023",6,60,66,"Dgoes22",61,60,-1,"Male","Parque_Oeste"
"Discoglossus galganoi","06/07/2022","08/03/2023",245,186,431,"Dgoes25",48,58,10,"Female","Parque_Oeste"
"Discoglossus galganoi","08/03/2023","03/06/2024",453,66,519,"Dgoes25",58,58,0,"Female","Parque_Oeste"
"Discoglossus galganoi","06/07/2022","14/06/2023",343,186,529,"Dgoes27",72,70,-2,"Female","Parque_Oeste"
"Discoglossus galganoi","06/07/2022","13/02/2023",222,186,408,"Dgoes28",58,61,3,"Male","Parque_Oeste"
"Discoglossus galganoi","13/02/2023","20/02/2023",7,43,50,"Dgoes28",61,61,0,"Male","Parque_Oeste"
"Discoglossus galganoi","20/02/2023","07/05/2023",76,50,126,"Dgoes28",61,63,2,"Male","Parque_Oeste"
"Discoglossus galganoi","07/05/2023","04/06/2023",28,126,154,"Dgoes28",63,63,0,"Male","Parque_Oeste"
"Discoglossus galganoi","04/06/2023","14/06/2023",10,154,164,"Dgoes28",63,60,-3,"Male","Parque_Oeste"
"Discoglossus galganoi","14/06/2023","22/06/2023",8,164,172,"Dgoes28",60,61,1,"Male","Parque_Oeste"
"Discoglossus galganoi","22/06/2023","05/03/2024",257,172,429,"Dgoes28",61,68,7,"Male","Parque_Oeste"
"Discoglossus galganoi","06/07/2022","05/04/2024",639,186,825,"Dgoes29",53,67,14,"Female","Parque_Oeste"
"Discoglossus galganoi","05/04/2024","16/04/2024",11,95,106,"Dgoes29",67,65,-2,"Female","Parque_Oeste"
"Discoglossus galganoi","06/07/2022","18/03/2023",255,186,441,"Dgoes31",61,62,1,"Female","Parque_Oeste"
"Discoglossus galganoi","18/03/2023","14/06/2023",88,76,164,"Dgoes31",62,63,1,"Female","Parque_Oeste"
"Discoglossus galganoi","06/07/2022","18/03/2023",255,186,441,"Dgoes33",62,59,-3,"Female","Parque_Oeste"
"Discoglossus galganoi","13/02/2023","02/03/2023",17,43,60,"Dgoes35",60,62,2,"Male","Parque_Oeste"
"Discoglossus galganoi","02/03/2023","08/03/2023",6,60,66,"Dgoes35",62,65,3,"Male","Parque_Oeste"
"Discoglossus galganoi","08/03/2023","18/03/2023",10,66,76,"Dgoes35",65,65,0,"Male","Parque_Oeste"
"Discoglossus galganoi","18/03/2023","07/05/2023",50,76,126,"Dgoes35",65,62,-3,"Male","Parque_Oeste"
"Discoglossus galganoi","07/05/2023","14/06/2023",38,126,164,"Dgoes35",62,61,-1,"Male","Parque_Oeste"
"Discoglossus galganoi","14/06/2023","05/03/2024",265,164,429,"Dgoes35",61,69,8,"Male","Parque_Oeste"
"Discoglossus galganoi","05/03/2024","18/03/2024",13,64,77,"Dgoes35",69,69,0,"Male","Parque_Oeste"
"Discoglossus galganoi","13/02/2023","20/02/2023",7,43,50,"Dgoes37",67,66,-1,"Male","Parque_Oeste"
"Discoglossus galganoi","13/02/2023","02/03/2023",17,43,60,"Dgoes38",58,59,1,"Female","Parque_Oeste"
"Discoglossus galganoi","20/04/2022","24/04/2023",369,109,478,"Dgoes4",68,69,1,"Male","Parque_Oeste"
"Discoglossus galganoi","24/04/2023","04/06/2023",41,113,154,"Dgoes4",69,67,-2,"Male","Parque_Oeste"
"Discoglossus galganoi","04/06/2023","14/06/2023",10,154,164,"Dgoes4",67,66,-1,"Male","Parque_Oeste"
"Discoglossus galganoi","13/02/2023","20/02/2023",7,43,50,"Dgoes40",44,45,1,"Male","Parque_Oeste"
"Discoglossus galganoi","20/02/2023","08/03/2023",16,50,66,"Dgoes40",45,40,-5,"Male","Parque_Oeste"
"Discoglossus galganoi","20/02/2023","24/04/2023",63,50,113,"Dgoes41",55,58,3,"Female","Parque_Oeste"
"Discoglossus galganoi","24/04/2023","11/05/2023",17,113,130,"Dgoes41",58,55,-3,"Female","Parque_Oeste"
"Discoglossus galganoi","20/02/2023","30/05/2023",99,50,149,"Dgoes42",52,56,4,"Male","Parque_Oeste"
"Discoglossus galganoi","30/05/2023","05/03/2024",280,149,429,"Dgoes42",56,65,9,"Male","Parque_Oeste"
"Discoglossus galganoi","05/03/2024","03/06/2024",90,64,154,"Dgoes42",65,63,-2,"Male","Parque_Oeste"
"Discoglossus galganoi","20/02/2023","08/03/2023",16,50,66,"Dgoes46",45,45,0,"Male","Parque_Oeste"
"Discoglossus galganoi","08/03/2023","13/03/2024",371,66,437,"Dgoes48",33,51,18,"Female","Parque_Oeste"
"Discoglossus galganoi","13/03/2024","24/03/2024",11,72,83,"Dgoes48",51,49,-2,"Female","Parque_Oeste"
"Discoglossus galganoi","08/03/2023","18/03/2023",10,66,76,"Dgoes49",57,58,1,"Male","Parque_Oeste"
"Discoglossus galganoi","18/03/2023","24/04/2023",37,76,113,"Dgoes49",58,57,-1,"Male","Parque_Oeste"
"Discoglossus galganoi","24/04/2023","07/05/2023",13,113,126,"Dgoes49",57,56,-1,"Male","Parque_Oeste"
"Discoglossus galganoi","07/05/2023","22/06/2023",46,126,172,"Dgoes49",56,58,2,"Male","Parque_Oeste"
"Discoglossus galganoi","20/04/2022","18/03/2023",332,109,441,"Dgoes5",58,70,12,"Male","Parque_Oeste"
"Discoglossus galganoi","18/03/2023","16/05/2023",59,76,135,"Dgoes5",70,65,-5,"Male","Parque_Oeste"
"Discoglossus galganoi","16/05/2023","13/03/2024",302,135,437,"Dgoes5",65,74,9,"Male","Parque_Oeste"
"Discoglossus galganoi","08/03/2023","18/03/2023",10,66,76,"Dgoes51",67,63,-4,"Male","Parque_Oeste"
"Discoglossus galganoi","18/03/2023","16/04/2024",395,76,471,"Dgoes51",63,66,3,"Male","Parque_Oeste"
"Discoglossus galganoi","16/04/2024","03/06/2024",48,106,154,"Dgoes51",66,65,-1,"Male","Parque_Oeste"
"Discoglossus galganoi","08/03/2023","21/03/2023",13,66,79,"Dgoes53",68,70,2,"Male","Parque_Oeste"
"Discoglossus galganoi","21/03/2023","11/05/2023",51,79,130,"Dgoes53",70,65,-5,"Male","Parque_Oeste"
"Discoglossus galganoi","11/05/2023","16/05/2023",5,130,135,"Dgoes53",65,67,2,"Male","Parque_Oeste"
"Discoglossus galganoi","16/05/2023","04/06/2023",19,135,154,"Dgoes53",67,65,-2,"Male","Parque_Oeste"
"Discoglossus galganoi","18/03/2023","21/03/2023",3,76,79,"Dgoes56",60,67,7,"Female","Parque_Oeste"
"Discoglossus galganoi","21/03/2023","22/06/2023",93,79,172,"Dgoes56",67,62,-5,"Female","Parque_Oeste"
"Discoglossus galganoi","11/05/2023","03/06/2024",389,130,519,"Dgoes57",59,65,6,"Male","Parque_Oeste"
"Discoglossus galganoi","21/03/2023","27/03/2023",6,79,85,"Dgoes62",58,60,2,"Female","Parque_Oeste"
"Discoglossus galganoi","27/03/2023","02/04/2023",6,85,91,"Dgoes62",60,58,-2,"Female","Parque_Oeste"
"Discoglossus galganoi","27/03/2023","02/04/2023",6,85,91,"Dgoes68",69,67,-2,"Female","Parque_Oeste"
"Discoglossus galganoi","27/03/2023","02/04/2023",6,85,91,"Dgoes69",42,39,-3,"Male","Parque_Oeste"
"Discoglossus galganoi","02/04/2023","24/04/2023",22,91,113,"Dgoes69",39,40,1,"Male","Parque_Oeste"
"Discoglossus galganoi","24/04/2023","07/05/2023",13,113,126,"Dgoes69",40,39,-1,"Male","Parque_Oeste"
"Discoglossus galganoi","07/05/2023","11/05/2023",4,126,130,"Dgoes69",39,40,1,"Male","Parque_Oeste"
"Discoglossus galganoi","11/05/2023","16/05/2023",5,130,135,"Dgoes69",40,40,0,"Male","Parque_Oeste"
"Discoglossus galganoi","16/05/2023","24/03/2024",313,135,448,"Dgoes69",40,55,15,"Male","Parque_Oeste"
"Discoglossus galganoi","20/04/2022","18/03/2023",332,109,441,"Dgoes7",62,68,6,"Male","Parque_Oeste"
"Discoglossus galganoi","18/03/2023","18/03/2024",366,76,442,"Dgoes7",68,69,1,"Male","Parque_Oeste"
"Discoglossus galganoi","02/04/2023","24/04/2023",22,91,113,"Dgoes72",62,65,3,"Male","Parque_Oeste"
"Discoglossus galganoi","02/04/2023","24/04/2023",22,91,113,"Dgoes74",47,47,0,"Female","Parque_Oeste"
"Discoglossus galganoi","24/04/2023","07/05/2023",13,113,126,"Dgoes74",47,48,1,"Female","Parque_Oeste"
"Discoglossus galganoi","24/04/2023","18/03/2024",329,113,442,"Dgoes76",67,69,2,"Male","Parque_Oeste"
"Discoglossus galganoi","24/04/2023","18/03/2024",329,113,442,"Dgoes78",54,62,8,"Male","Parque_Oeste"
"Discoglossus galganoi","24/04/2023","11/05/2023",17,113,130,"Dgoes79",54,52,-2,"Female","Parque_Oeste"
"Discoglossus galganoi","11/05/2023","16/05/2023",5,130,135,"Dgoes79",52,54,2,"Female","Parque_Oeste"
"Discoglossus galganoi","16/05/2023","13/03/2024",302,135,437,"Dgoes79",54,59,5,"Female","Parque_Oeste"
"Discoglossus galganoi","20/04/2022","21/03/2023",335,109,444,"Dgoes8",73,67,-6,"Male","Parque_Oeste"
"Discoglossus galganoi","07/05/2023","14/06/2023",38,126,164,"Dgoes82",58,60,2,"Female","Parque_Oeste"
"Discoglossus galganoi","14/06/2023","16/04/2024",307,164,471,"Dgoes82",60,66,6,"Female","Parque_Oeste"
"Discoglossus galganoi","07/05/2023","10/06/2024",400,126,526,"Dgoes83",60,61,1,"Female","Parque_Oeste"
"Discoglossus galganoi","07/05/2023","05/04/2024",334,126,460,"Dgoes84",75,74,-1,"Male","Parque_Oeste"
"Discoglossus galganoi","05/04/2024","12/02/2025",313,95,408,"Dgoes84",74,78,4,"Male","Parque_Oeste"
"Discoglossus galganoi","07/05/2023","05/03/2024",303,126,429,"Dgoes85",64,73,9,"Male","Parque_Oeste"
"Discoglossus galganoi","11/05/2023","14/06/2023",34,130,164,"Dgoes88",54,58,4,"Male","Parque_Oeste"
"Discoglossus galganoi","11/05/2023","14/06/2023",34,130,164,"Dgoes91",68,72,4,"Male","Parque_Oeste"
"Discoglossus galganoi","14/06/2023","22/06/2023",8,164,172,"Dgoes91",72,72,0,"Male","Parque_Oeste"
"Discoglossus galganoi","11/05/2023","18/03/2024",312,130,442,"Dgoes92",61,72,11,"Male","Parque_Oeste"
"Discoglossus galganoi","18/03/2024","10/06/2024",84,77,161,"Dgoes92",72,70,-2,"Male","Parque_Oeste"
"Discoglossus galganoi","11/05/2023","03/06/2024",389,130,519,"Dgoes94",63,65,2,"Male","Parque_Oeste"
"Discoglossus galganoi","16/05/2023","30/05/2023",14,135,149,"Dgoes99",59,60,1,"Male","Parque_Oeste"
"Discoglossus galganoi","30/05/2023","03/06/2024",370,149,519,"Dgoes99",60,63,3,"Male","Parque_Oeste"
"Discoglossus galganoi","28/01/2013","26/09/2018",2067,27,2094,"DJ09041",52,66,14,"Female","El_Pardo"
"Discoglossus galganoi","25/04/2019","30/05/2019",35,114,149,"DJ09071",53,51,-2,"Male","El_Pardo"
"Discoglossus galganoi","26/09/2018","07/05/2019",223,268,491,"DJ09072",57,58,1,"Male","El_Pardo"
"Discoglossus galganoi","07/05/2019","14/05/2019",7,126,133,"DJ09072",58,59,1,"Male","El_Pardo"
"Discoglossus galganoi","16/03/2018","15/11/2018",244,74,318,"DJ09135",50,56,6,"Female","El_Pardo"
"Discoglossus galganoi","15/11/2018","23/05/2019",189,318,507,"DJ09135",56,55,-1,"Female","El_Pardo"
"Discoglossus galganoi","25/04/2019","07/05/2019",12,114,126,"DJ09144",60,57,-3,"Male","El_Pardo"
"Discoglossus galganoi","15/11/2018","07/05/2019",173,318,491,"DJ09167",52,49,-3,"Female","El_Pardo"
"Discoglossus galganoi","07/05/2019","30/05/2019",23,126,149,"DJ09167",49,50,1,"Female","El_Pardo"
"Discoglossus galganoi","26/09/2018","23/05/2019",239,268,507,"DJ09185",56,59,3,"Male","El_Pardo"
"Discoglossus galganoi","07/05/2019","23/05/2019",16,126,142,"DJ09211",55,50,-5,"Female","El_Pardo"
"Discoglossus galganoi","25/04/2019","07/05/2019",12,114,126,"DJ09213",54,51,-3,"Male","El_Pardo"
"Discoglossus galganoi","26/09/2018","14/05/2019",230,268,498,"DJ09215",49,54,5,"Male","El_Pardo"
"Discoglossus galganoi","14/05/2019","30/05/2019",16,133,149,"DJ09227",52,51,-1,"Female","El_Pardo"
"Discoglossus galganoi","26/09/2018","07/05/2019",223,268,491,"DJ09235",51,53,2,"Female","El_Pardo"
"Discoglossus galganoi","07/05/2019","14/05/2019",7,126,133,"DJ09235",53,52,-1,"Female","El_Pardo"
"Discoglossus galganoi","26/09/2018","07/05/2019",223,268,491,"DJ09236",35,42,7,"Female","El_Pardo"
"Discoglossus galganoi","07/05/2019","23/05/2019",16,126,142,"DJ09236",42,40,-2,"Female","El_Pardo"
"Discoglossus galganoi","16/10/2018","25/04/2019",191,288,479,"DJ09244",51,49,-2,"Female","El_Pardo"
"Discoglossus galganoi","25/04/2019","07/05/2019",12,114,126,"DJ09244",49,50,1,"Female","El_Pardo"
"Discoglossus galganoi","07/05/2019","23/05/2019",16,126,142,"DJ09244",50,46,-4,"Female","El_Pardo"
"Discoglossus galganoi","15/11/2018","23/05/2019",189,318,507,"DJ09251",51,51,0,"Female","El_Pardo"
"Discoglossus galganoi","28/02/2019","07/03/2019",7,58,65,"DJ09268",51,54,3,"Female","El_Pardo"
"Discoglossus galganoi","07/05/2019","23/05/2019",16,126,142,"DJ09273",63,60,-3,"Female","El_Pardo"
