"species","date1","date2","d","t1","t2","id","svl1","svl2","dsvl","sex","pop"
"Epidalea calamita","10/03/2017","24/04/2017",45,68,113,"BC091123",78,81,3,"Male","Laguna"
"Epidalea calamita","24/04/2017","17/02/2021",1395,113,1508,"BC091123",81,84,3,"Male","Laguna"
"Epidalea calamita","17/02/2021","24/03/2022",400,47,447,"BC091123",84,85,1,"Male","Laguna"
"Epidalea calamita","24/03/2022","25/01/2024",672,82,754,"BC091123",85,86,1,"Male","Laguna"
"Epidalea calamita","10/03/2017","10/03/2020",1096,68,1164,"BC091124",75,84,9,"Male","Laguna"
"Epidalea calamita","24/04/2017","29/10/2021",1649,113,1762,"BC091129",76,86,10,"Female","Laguna"
"Epidalea calamita","29/10/2021","01/12/2021",33,301,334,"BC091129",86,88,2,"Female","Laguna"
"Epidalea calamita","01/12/2021","23/05/2023",538,334,872,"BC091129",88,84,-4,"Female","Laguna"
"Epidalea calamita","09/03/2018","21/04/2018",43,67,110,"BC091140",69,68,-1,"Male","Gravera"
"Epidalea calamita","21/04/2018","20/12/2019",608,110,718,"BC091140",68,77,9,"Male","Gravera"
"Epidalea calamita","20/12/2019","28/01/2020",39,353,392,"BC091140",77,79,2,"Male","Gravera"
"Epidalea calamita","11/03/2018","04/04/2018",24,69,93,"BC091141",61,63,2,"Male","Gravera"
"Epidalea calamita","04/04/2018","06/02/2019",308,93,401,"BC091141",63,70,7,"Male","Gravera"
"Epidalea calamita","06/02/2019","12/11/2019",279,36,315,"BC091141",70,73,3,"Male","Gravera"
"Epidalea calamita","02/03/2018","19/04/2018",48,60,108,"BC091148",62,62,0,"Male","Gravera"
"Epidalea calamita","19/04/2018","21/04/2018",2,108,110,"BC091148",62,65,3,"Male","Gravera"
"Epidalea calamita","21/04/2018","12/11/2018",205,110,315,"BC091148",65,71,6,"Male","Gravera"
"Epidalea calamita","12/11/2018","28/01/2020",442,315,757,"BC091148",71,78,7,"Male","Gravera"
"Epidalea calamita","09/03/2018","28/01/2020",690,67,757,"BC091151",61,70,9,"Female","Gravera"
"Epidalea calamita","28/01/2020","03/11/2020",280,27,307,"BC091151",70,76,6,"Female","Gravera"
"Epidalea calamita","03/11/2020","27/01/2021",85,307,392,"BC091151",76,78,2,"Female","Gravera"
"Epidalea calamita","27/01/2021","02/11/2021",279,26,305,"BC091151",78,79,1,"Female","Gravera"
"Epidalea calamita","02/11/2021","08/11/2022",371,305,676,"BC091151",79,80,1,"Female","Gravera"
"Epidalea calamita","08/11/2022","21/09/2023",317,311,628,"BC091151",80,81,1,"Female","Gravera"
"Epidalea calamita","21/09/2023","19/10/2023",28,263,291,"BC091151",81,84,3,"Female","Gravera"
"Epidalea calamita","09/03/2018","02/04/2018",24,67,91,"BC091153",74,73,-1,"Female","Gravera"
"Epidalea calamita","02/04/2018","18/05/2018",46,91,137,"BC091153",73,79,6,"Female","Gravera"
"Epidalea calamita","06/06/2018","22/10/2019",503,156,659,"BC091163",69,77,8,"Male","Laguna"
"Epidalea calamita","22/10/2019","03/03/2020",133,294,427,"BC091163",77,79,2,"Male","Laguna"
"Epidalea calamita","03/03/2020","10/03/2020",7,62,69,"BC091163",79,82,3,"Male","Laguna"
"Epidalea calamita","09/03/2018","23/04/2019",410,67,477,"BC091164",80,83,3,"Male","Laguna"
"Epidalea calamita","23/04/2019","24/04/2019",1,112,113,"BC091164",83,86,3,"Male","Laguna"
"Epidalea calamita","09/03/2018","02/04/2018",24,67,91,"BC091166",72,72,0,"Female","Gravera"
"Epidalea calamita","02/04/2018","04/04/2018",2,91,93,"BC091166",72,72,0,"Female","Gravera"
"Epidalea calamita","04/04/2018","19/04/2018",15,93,108,"BC091166",72,74,2,"Female","Gravera"
"Epidalea calamita","19/04/2018","12/11/2018",207,108,315,"BC091166",74,70,-4,"Female","Gravera"
"Epidalea calamita","12/11/2018","12/11/2019",365,315,680,"BC091166",70,75,5,"Female","Gravera"
"Epidalea calamita","12/11/2019","28/01/2020",77,315,392,"BC091166",75,77,2,"Female","Gravera"
"Epidalea calamita","28/01/2020","02/11/2021",644,27,671,"BC091166",77,81,4,"Female","Gravera"
"Epidalea calamita","02/11/2021","24/03/2022",142,305,447,"BC091166",81,81,0,"Female","Gravera"
"Epidalea calamita","24/03/2022","11/10/2022",201,82,283,"BC091166",81,78,-3,"Female","Gravera"
"Epidalea calamita","11/10/2022","20/10/2022",9,283,292,"BC091166",78,80,2,"Female","Gravera"
"Epidalea calamita","20/10/2022","16/11/2022",27,292,319,"BC091166",80,80,0,"Female","Gravera"
"Epidalea calamita","16/11/2022","24/11/2022",8,319,327,"BC091166",80,82,2,"Female","Gravera"
"Epidalea calamita","24/11/2022","13/12/2022",19,327,346,"BC091166",82,81,-1,"Female","Gravera"
"Epidalea calamita","09/03/2018","11/03/2018",2,67,69,"BC091168",54,54,0,"Male","Gravera"
"Epidalea calamita","11/03/2018","12/11/2019",611,69,680,"BC091168",54,74,20,"Male","Gravera"
"Epidalea calamita","12/11/2019","28/01/2020",77,315,392,"BC091168",74,73,-1,"Male","Gravera"
"Epidalea calamita","28/01/2020","04/11/2020",281,27,308,"BC091168",73,77,4,"Male","Gravera"
"Epidalea calamita","04/11/2020","25/11/2020",21,308,329,"BC091168",77,78,1,"Male","Gravera"
"Epidalea calamita","25/11/2020","21/12/2020",26,329,355,"BC091168",78,78,0,"Male","Gravera"
"Epidalea calamita","21/12/2020","24/03/2022",458,355,813,"BC091168",78,81,3,"Male","Gravera"
"Epidalea calamita","24/03/2022","24/11/2022",245,82,327,"BC091168",81,82,1,"Male","Gravera"
"Epidalea calamita","24/11/2022","19/10/2023",329,327,656,"BC091168",82,81,-1,"Male","Gravera"
"Epidalea calamita","02/04/2018","21/09/2019",537,91,628,"BC091171",58,74,16,"Male","Gravera"
"Epidalea calamita","21/09/2019","28/01/2020",129,263,392,"BC091171",74,79,5,"Male","Gravera"
"Epidalea calamita","28/01/2020","26/11/2020",303,27,330,"BC091171",79,83,4,"Male","Gravera"
"Epidalea calamita","26/11/2020","14/12/2020",18,330,348,"BC091171",83,81,-2,"Male","Gravera"
"Epidalea calamita","02/04/2018","12/11/2018",224,91,315,"BC091172",75,78,3,"Male","Gravera"
"Epidalea calamita","12/11/2018","28/01/2020",442,315,757,"BC091172",78,78,0,"Male","Gravera"
"Epidalea calamita","28/01/2020","27/04/2021",455,27,482,"BC091172",78,82,4,"Male","Gravera"
"Epidalea calamita","27/04/2021","02/11/2021",189,116,305,"BC091172",82,82,0,"Male","Gravera"
"Epidalea calamita","02/11/2021","24/03/2022",142,305,447,"BC091172",82,85,3,"Male","Gravera"
"Epidalea calamita","24/03/2022","13/12/2022",264,82,346,"BC091172",85,82,-3,"Male","Gravera"
"Epidalea calamita","13/12/2022","26/05/2023",164,346,510,"BC091172",82,78,-4,"Male","Gravera"
"Epidalea calamita","26/05/2023","08/06/2023",13,145,158,"BC091172",78,81,3,"Male","Gravera"
"Epidalea calamita","08/06/2023","05/09/2023",89,158,247,"BC091172",81,82,1,"Male","Gravera"
"Epidalea calamita","05/09/2023","30/11/2023",86,247,333,"BC091172",82,85,3,"Male","Gravera"
"Epidalea calamita","11/03/2018","25/10/2018",228,69,297,"BC091173",60,60,0,"Juvenile","Gravera"
"Epidalea calamita","27/04/2021","14/03/2022",321,116,437,"BC091176",80,84,4,"Male","Gravera"
"Epidalea calamita","14/03/2022","24/03/2022",10,72,82,"BC091176",84,84,0,"Male","Gravera"
"Epidalea calamita","02/03/2018","04/04/2018",33,60,93,"BC091181",72,68,-4,"Male","Gravera"
"Epidalea calamita","04/04/2018","21/04/2018",17,93,110,"BC091181",68,69,1,"Male","Gravera"
"Epidalea calamita","21/04/2018","12/11/2018",205,110,315,"BC091181",69,74,5,"Male","Gravera"
"Epidalea calamita","12/11/2018","08/05/2019",177,315,492,"BC091181",74,74,0,"Male","Gravera"
"Epidalea calamita","08/05/2019","21/09/2019",136,127,263,"BC091181",74,74,0,"Male","Gravera"
"Epidalea calamita","02/03/2018","12/03/2018",10,60,70,"BC091183",79,75,-4,"Male","Laguna"
"Epidalea calamita","02/03/2018","12/03/2018",10,60,70,"BC091185",83,82,-1,"Male","Laguna"
"Epidalea calamita","02/03/2018","12/03/2018",10,60,70,"BC091189",67,66,-1,"Male","Laguna"
"Epidalea calamita","02/03/2018","24/04/2019",418,60,478,"BC091190",85,90,5,"Female","Laguna"
"Epidalea calamita","02/03/2018","25/10/2018",237,60,297,"BC091192",65,69,4,"Female","Laguna"
"Epidalea calamita","25/10/2018","12/03/2019",138,297,435,"BC091192",69,68,-1,"Female","Laguna"
"Epidalea calamita","09/03/2018","02/04/2018",24,67,91,"BC091199",61,62,1,"Female","Gravera"
"Epidalea calamita","09/03/2018","02/04/2018",24,67,91,"BC091200",59,60,1,"Female","Gravera"
"Epidalea calamita","02/04/2018","12/11/2018",224,91,315,"BC091200",60,72,12,"Female","Gravera"
"Epidalea calamita","12/03/2019","28/01/2021",688,70,758,"BC091204",68,82,14,"Male","Laguna"
"Epidalea calamita","24/04/2019","05/03/2020",316,113,429,"BC091206",74,81,7,"Male","Laguna"
"Epidalea calamita","09/03/2018","09/04/2019",396,67,463,"BC091221",85,86,1,"Female","Laguna"
"Epidalea calamita","09/03/2018","24/03/2022",1476,67,1543,"BC091224",80,87,7,"Male","Laguna"
"Epidalea calamita","09/03/2018","26/03/2022",1478,67,1545,"BC091225",74,88,14,"Female","Laguna"
"Epidalea calamita","09/03/2018","03/03/2020",725,67,792,"BC091227",91,98,7,"Male","Laguna"
"Epidalea calamita","03/03/2020","11/03/2020",8,62,70,"BC091227",98,95,-3,"Male","Laguna"
"Epidalea calamita","09/03/2018","11/03/2020",733,67,800,"BC091235",68,76,8,"Male","Laguna"
"Epidalea calamita","09/03/2018","15/02/2021",1074,67,1141,"BC091241",70,81,11,"Male","Laguna"
"Epidalea calamita","09/03/2018","24/04/2019",411,67,478,"BC091243",79,74,-5,"Male","Laguna"
"Epidalea calamita","09/03/2018","24/04/2019",411,67,478,"BC091245",75,71,-4,"Male","Laguna"
"Epidalea calamita","09/03/2018","24/04/2019",411,67,478,"BC091248",59,66,7,"Male","Laguna"
"Epidalea calamita","24/04/2019","26/01/2021",643,113,756,"BC091248",66,71,5,"Male","Laguna"
"Epidalea calamita","26/01/2021","24/03/2022",422,25,447,"BC091248",71,73,2,"Male","Laguna"
"Epidalea calamita","09/03/2018","24/04/2019",411,67,478,"BC091250",68,75,7,"Male","Laguna"
"Epidalea calamita","09/03/2018","15/02/2021",1074,67,1141,"BC091251",80,85,5,"Male","Laguna"
"Epidalea calamita","09/03/2018","08/04/2019",395,67,462,"BC091257",78,77,-1,"Male","Laguna"
"Epidalea calamita","09/03/2018","26/01/2021",1054,67,1121,"BC091259",72,80,8,"Male","Laguna"
"Epidalea calamita","26/01/2021","28/01/2021",2,25,27,"BC091259",80,78,-2,"Male","Laguna"
"Epidalea calamita","28/01/2021","24/03/2022",420,27,447,"BC091259",78,84,6,"Male","Laguna"
"Epidalea calamita","09/03/2018","12/03/2018",3,67,70,"BC091260",80,80,0,"Male","Laguna"
"Epidalea calamita","09/03/2018","12/03/2018",3,67,70,"BC091261",75,74,-1,"Male","Laguna"
"Epidalea calamita","09/03/2018","06/06/2018",89,67,156,"BC091264",68,71,3,"Male","Laguna"
"Epidalea calamita","06/06/2018","08/04/2019",306,156,462,"BC091264",71,79,8,"Male","Laguna"
"Epidalea calamita","08/04/2019","20/12/2019",256,97,353,"BC091264",79,80,1,"Male","Laguna"
"Epidalea calamita","20/12/2019","29/01/2020",40,353,393,"BC091264",80,80,0,"Male","Laguna"
"Epidalea calamita","29/01/2020","10/03/2020",41,28,69,"BC091264",80,80,0,"Male","Laguna"
"Epidalea calamita","09/03/2018","26/01/2021",1054,67,1121,"BC091265",73,80,7,"Male","Laguna"
"Epidalea calamita","26/01/2021","24/03/2022",422,25,447,"BC091265",80,83,3,"Male","Laguna"
"Epidalea calamita","10/03/2018","26/03/2022",1477,68,1545,"BC091296",74,76,2,"Female","Laguna"
"Epidalea calamita","12/03/2018","08/04/2019",392,70,462,"BC091297",71,78,7,"Male","Laguna"
"Epidalea calamita","08/04/2019","13/02/2020",311,97,408,"BC091297",78,74,-4,"Male","Laguna"
"Epidalea calamita","13/02/2020","12/02/2021",365,43,408,"BC091297",74,85,11,"Male","Laguna"
"Epidalea calamita","10/03/2018","12/03/2018",2,68,70,"BC091302",75,78,3,"Male","Laguna"
"Epidalea calamita","10/03/2018","09/04/2019",395,68,463,"BC091308",73,75,2,"Female","Laguna"
"Epidalea calamita","01/04/2019","09/04/2019",8,90,98,"BC091317",79,80,1,"Male","Laguna"
"Epidalea calamita","24/04/2019","05/03/2020",316,113,429,"BC091328",77,85,8,"Male","Laguna"
"Epidalea calamita","11/03/2018","02/04/2018",22,69,91,"BC091332",44,45,1,"Female","Gravera"
"Epidalea calamita","02/04/2018","21/04/2018",19,91,110,"BC091332",45,43,-2,"Female","Gravera"
"Epidalea calamita","21/04/2018","07/06/2018",47,110,157,"BC091332",43,48,5,"Female","Gravera"
"Epidalea calamita","07/06/2018","25/10/2018",140,157,297,"BC091332",48,52,4,"Female","Gravera"
"Epidalea calamita","11/03/2018","16/02/2021",1073,69,1142,"BC091344",66,79,13,"Male","Laguna"
"Epidalea calamita","16/02/2021","28/04/2021",71,46,117,"BC091344",79,81,2,"Male","Laguna"
"Epidalea calamita","28/04/2021","24/03/2022",330,117,447,"BC091344",81,84,3,"Male","Laguna"
"Epidalea calamita","11/03/2018","12/03/2018",1,69,70,"BC091347",69,70,1,"Male","Laguna"
"Epidalea calamita","12/03/2018","10/03/2020",729,70,799,"BC091350",83,88,5,"Male","Laguna"
"Epidalea calamita","15/03/2018","25/09/2018",194,73,267,"BC091363",74,75,1,"Male","Laguna"
"Epidalea calamita","25/09/2018","26/01/2021",854,267,1121,"BC091363",75,79,4,"Male","Laguna"
"Epidalea calamita","26/01/2021","28/03/2022",426,25,451,"BC091363",79,81,2,"Male","Laguna"
"Epidalea calamita","28/03/2022","20/10/2022",206,86,292,"BC091363",81,76,-5,"Male","Laguna"
"Epidalea calamita","20/10/2022","25/01/2024",462,292,754,"BC091363",76,83,7,"Male","Laguna"
"Epidalea calamita","02/04/2018","10/09/2018",161,91,252,"BC091366",81,81,0,"Male","Gravera"
"Epidalea calamita","03/04/2018","04/04/2018",1,92,93,"BC091368",80,79,-1,"Female","Gravera"
"Epidalea calamita","10/09/2018","08/04/2019",210,252,462,"BC091419",67,71,4,"Male","Laguna"
"Epidalea calamita","08/04/2019","24/04/2019",16,97,113,"BC091419",71,71,0,"Male","Laguna"
"Epidalea calamita","12/11/2018","22/10/2019",344,315,659,"BC091428",69,76,7,"Female","Gravera"
"Epidalea calamita","25/09/2018","01/04/2019",188,267,455,"BC091444",79,86,7,"Female","Laguna"
"Epidalea calamita","01/04/2019","08/04/2019",7,90,97,"BC091444",86,82,-4,"Female","Laguna"
"Epidalea calamita","25/10/2018","12/03/2019",138,297,435,"BC091454",76,70,-6,"Female","Laguna"
"Epidalea calamita","25/10/2018","28/01/2021",826,297,1123,"BC091458",64,73,9,"Male","Laguna"
"Epidalea calamita","11/12/2018","28/01/2020",413,344,757,"BC091473",69,72,3,"Female","Gravera"
"Epidalea calamita","28/01/2020","14/12/2020",321,27,348,"BC091473",72,76,4,"Female","Gravera"
"Epidalea calamita","13/02/2020","03/03/2020",19,43,62,"BC091481",74,78,4,"Male","Laguna"
"Epidalea calamita","05/03/2019","08/04/2019",34,63,97,"BC091483",62,63,1,"Male","Laguna"
"Epidalea calamita","08/04/2019","24/04/2019",16,97,113,"BC091483",63,62,-1,"Male","Laguna"
"Epidalea calamita","24/04/2019","05/03/2020",316,113,429,"BC091483",62,75,13,"Male","Laguna"
"Epidalea calamita","05/03/2020","28/01/2021",329,64,393,"BC091483",75,79,4,"Male","Laguna"
"Epidalea calamita","12/11/2019","10/03/2020",119,315,434,"BC091484",70,69,-1,"Female","Laguna"
"Epidalea calamita","10/03/2020","14/12/2020",279,69,348,"BC091484",69,72,3,"Female","Laguna"
"Epidalea calamita","02/04/2019","12/11/2019",224,91,315,"BC091488",80,83,3,"Female","Laguna"
"Epidalea calamita","21/09/2019","22/10/2019",31,263,294,"BC091497",63,65,2,"Male","Laguna"
"Epidalea calamita","20/12/2019","17/02/2020",59,353,412,"BC091500",80,80,0,"Male","Laguna"
"Epidalea calamita","17/02/2020","26/01/2021",344,47,391,"BC091500",80,83,3,"Male","Laguna"
"Epidalea calamita","26/01/2021","28/03/2022",426,25,451,"BC091500",83,86,3,"Male","Laguna"
"Epidalea calamita","28/03/2022","25/01/2024",668,86,754,"BC091500",86,88,2,"Male","Laguna"
"Epidalea calamita","12/02/2021","24/03/2022",405,42,447,"BC091504",67,77,10,"Male","Laguna"
"Epidalea calamita","06/03/2019","23/04/2019",48,64,112,"BC091506",58,61,3,"Male","Gravera"
"Epidalea calamita","12/03/2019","17/02/2021",708,70,778,"BC091509",47,73,26,"Female","Laguna"
"Epidalea calamita","17/02/2021","05/10/2021",230,47,277,"BC091509",73,74,1,"Female","Laguna"
"Epidalea calamita","05/10/2021","01/03/2022",147,277,424,"BC091509",74,78,4,"Female","Laguna"
"Epidalea calamita","01/03/2022","26/03/2022",25,59,84,"BC091509",78,77,-1,"Female","Laguna"
"Epidalea calamita","01/04/2019","11/03/2020",345,90,435,"BC091515",58,71,13,"Male","Laguna"
"Epidalea calamita","11/03/2020","12/02/2021",338,70,408,"BC091515",71,76,5,"Male","Laguna"
"Epidalea calamita","12/02/2021","17/03/2022",398,42,440,"BC091515",76,80,4,"Male","Laguna"
"Epidalea calamita","17/03/2022","24/03/2022",7,75,82,"BC091515",80,82,2,"Male","Laguna"
"Epidalea calamita","01/04/2019","11/03/2020",345,90,435,"BC091517",80,86,6,"Male","Laguna"
"Epidalea calamita","02/04/2019","21/09/2019",172,91,263,"BC091527",77,72,-5,"Male","Laguna"
"Epidalea calamita","21/09/2019","09/03/2020",170,263,433,"BC091527",72,76,4,"Male","Laguna"
"Epidalea calamita","09/03/2020","10/03/2020",1,68,69,"BC091527",76,79,3,"Male","Laguna"
"Epidalea calamita","10/03/2020","16/12/2020",281,69,350,"BC091527",79,78,-1,"Male","Laguna"
"Epidalea calamita","08/04/2019","03/03/2020",330,97,427,"BC091533",72,77,5,"Male","Laguna"
"Epidalea calamita","08/04/2019","28/01/2021",661,97,758,"BC091534",78,80,2,"Male","Laguna"
"Epidalea calamita","08/04/2019","10/03/2020",337,97,434,"BC091535",75,82,7,"Male","Laguna"
"Epidalea calamita","08/04/2019","09/04/2019",1,97,98,"BC091538",80,88,8,"Female","Laguna"
"Epidalea calamita","09/04/2019","21/09/2019",165,98,263,"BC091543",90,90,0,"Female","Laguna"
"Epidalea calamita","09/04/2019","29/01/2020",295,98,393,"BC091544",49,66,17,"Male","Laguna"
"Epidalea calamita","29/01/2020","26/01/2021",363,28,391,"BC091544",66,72,6,"Male","Laguna"
"Epidalea calamita","26/01/2021","19/10/2021",266,25,291,"BC091544",72,73,1,"Male","Laguna"
"Epidalea calamita","19/10/2021","24/03/2022",156,291,447,"BC091544",73,75,2,"Male","Laguna"
"Epidalea calamita","24/03/2022","14/02/2024",692,82,774,"BC091544",75,81,6,"Male","Laguna"
"Epidalea calamita","09/04/2019","15/10/2019",189,98,287,"BC091545",49,61,12,"Male","Gravera"
"Epidalea calamita","09/04/2019","28/01/2020",294,98,392,"BC091548",70,77,7,"Male","Gravera"
"Epidalea calamita","11/03/2020","14/12/2020",278,70,348,"BC091552",73,75,2,"Male","Laguna"
"Epidalea calamita","14/12/2020","28/01/2021",45,348,393,"BC091552",75,79,4,"Male","Laguna"
"Epidalea calamita","13/02/2020","03/03/2020",19,43,62,"BC091568",67,75,8,"Male","Laguna"
"Epidalea calamita","03/03/2020","05/03/2020",2,62,64,"BC091568",75,78,3,"Male","Laguna"
"Epidalea calamita","24/04/2019","05/03/2020",316,113,429,"BC091570",73,78,5,"Male","Laguna"
"Epidalea calamita","05/03/2020","15/02/2021",347,64,411,"BC091570",78,80,2,"Male","Laguna"
"Epidalea calamita","15/02/2021","28/03/2022",406,45,451,"BC091570",80,83,3,"Male","Laguna"
"Epidalea calamita","24/04/2019","14/12/2020",600,113,713,"BC091577",77,82,5,"Male","Laguna"
"Epidalea calamita","14/12/2020","26/01/2021",43,348,391,"BC091577",82,82,0,"Male","Laguna"
"Epidalea calamita","26/01/2021","28/03/2022",426,25,451,"BC091577",82,84,2,"Male","Laguna"
"Epidalea calamita","24/04/2019","26/01/2021",643,113,756,"BC091586",66,74,8,"Male","Laguna"
"Epidalea calamita","30/04/2019","14/02/2024",1751,119,1870,"BC091589",73,87,14,"Female","Laguna"
"Epidalea calamita","08/05/2019","20/12/2019",226,127,353,"BC091591",49,60,11,"Juvenile","Gravera"
"Epidalea calamita","21/09/2019","24/03/2022",915,263,1178,"BC091593",64,81,17,"Male","Laguna"
"Epidalea calamita","21/09/2019","17/02/2020",149,263,412,"BC091594",77,81,4,"Male","Laguna"
"Epidalea calamita","17/02/2020","05/03/2020",17,47,64,"BC091594",81,82,1,"Male","Laguna"
"Epidalea calamita","05/03/2020","09/03/2020",4,64,68,"BC091594",82,78,-4,"Male","Laguna"
"Epidalea calamita","09/03/2020","10/03/2020",1,68,69,"BC091594",78,81,3,"Male","Laguna"
"Epidalea calamita","15/10/2019","14/12/2020",426,287,713,"BC091596",58,78,20,"Male","Gravera"
"Epidalea calamita","14/12/2020","11/02/2021",59,348,407,"BC091596",78,80,2,"Male","Gravera"
"Epidalea calamita","11/02/2021","14/04/2021",62,41,103,"BC091596",80,79,-1,"Male","Gravera"
"Epidalea calamita","14/04/2021","27/04/2021",13,103,116,"BC091596",79,80,1,"Male","Gravera"
"Epidalea calamita","27/04/2021","05/10/2021",161,116,277,"BC091596",80,77,-3,"Male","Gravera"
"Epidalea calamita","05/10/2021","02/11/2021",28,277,305,"BC091596",77,80,3,"Male","Gravera"
"Epidalea calamita","02/11/2021","23/05/2023",567,305,872,"BC091596",80,81,1,"Male","Gravera"
"Epidalea calamita","23/05/2023","19/10/2023",149,142,291,"BC091596",81,79,-2,"Male","Gravera"
"Epidalea calamita","22/10/2019","14/12/2020",419,294,713,"BC091597",53,70,17,"Male","Gravera"
"Epidalea calamita","14/12/2020","02/03/2021",78,348,426,"BC091597",70,73,3,"Male","Gravera"
