"Species","ID","Pop","Sex","SVL_mm","year","years_from_mark"
"Hyla molleri","HY090580","Gravera","Male",45,2016,0
"Hyla molleri","HY090581","Gravera","Male",40,2016,0
"Hyla molleri","HY090582","Gravera","Male",40,2016,0
"Hyla molleri","HY090583","Gravera","Male",43,2016,0
"Hyla molleri","HY090584","Gravera","Female",42,2016,0
"Hyla molleri","HY090585","Gravera","Male",41,2016,0
"Hyla molleri","HY090586","Gravera","Female",53,2016,0
"Pelophylax perezi","RP090636","Gravera","Male",78,2016,0
"Pelophylax perezi","RP090636","Gravera","Male",82,2018,2
"Epidalea calamita","BC091064","Laguna","Female",69,2016,0
"Epidalea calamita","BC091065","Laguna","Female",78,2016,0
"Pelobates cultripes","PC090814","Laguna","Female",88,2016,0
"Pelobates cultripes","PC090814","Laguna","Female",89,2018,2
"Pelobates cultripes","PC090814","Laguna","Female",95,2021,5
"Pelobates cultripes","PC090815","Laguna","Male",72,2016,0
"Hyla molleri","HY090577","Laguna","Male",44,2016,0
"Hyla molleri","HY090577","Laguna","Male",49,2017,1
"Pleurodeles waltl","PW090259","Laguna","Female",122,2016,1
"Pleurodeles waltl","PW090259","Laguna","Female",110,2018,3
"Pleurodeles waltl","PW090344","Laguna","Male",120,2016,1
"Pleurodeles waltl","PW090481","Laguna","Female",121,2016,0
"Pleurodeles waltl","PW090511","Laguna","Male",108,2016,0
"Pleurodeles waltl","PW090544","Laguna","Male",109,2016,0
"Pleurodeles waltl","PW090702","Laguna","Male",109,2016,3
"Pleurodeles waltl","PW090702","Laguna","Male",97,2018,5
"Pleurodeles waltl","PW090702","Laguna","Male",96,2021,8
"Pleurodeles waltl","PW090841","Laguna","Female",125,2016,0
"Pleurodeles waltl","PW090841","Laguna","Female",117,2022,6
"Pleurodeles waltl","PW090864","Laguna","Female",102,2016,0
"Pleurodeles waltl","PW090864","Laguna","Female",105,2021,5
"Pleurodeles waltl","PW090864","Laguna","Female",111.5,2022,6
"Pleurodeles waltl","PW090946","Laguna","Female",111,2016,0
"Alytes cisternasii","AC09059","Gravera","Male",47,2016,0
"Alytes cisternasii","AC09108","Gravera","Male",41,2016,0
"Alytes cisternasii","AC09113","Gravera","Male",43,2016,0
"Alytes cisternasii","AC09114","Gravera","Male",41,2016,0
"Alytes cisternasii","AC09115","Gravera","Male",45,2016,0
"Pelophylax perezi","RP090446","Gravera","Female",96,2016,0
"Epidalea calamita","BC091067","Laguna","Male",84,2016,0
"Epidalea calamita","BC091068","Laguna","Male",78,2016,0
"Epidalea calamita","BC091069","Laguna","Male",79,2016,0
"Epidalea calamita","BC091070","Laguna","Female",84,2016,0
"Epidalea calamita","BC091071","Laguna","Male",75,2016,0
"Epidalea calamita","BC091072","Laguna","Female",71,2016,0
"Epidalea calamita","BC091073","Laguna","Female",73,2016,0
"Epidalea calamita","BC091074","Laguna","Male",74,2016,0
"Epidalea calamita","BC091074","Laguna","Male",82,2021,5
"Epidalea calamita","BC091074","Laguna","Male",85,2022,6
"Epidalea calamita","BC091074","Laguna","Male",83,2024,8
"Epidalea calamita","BC091075","Laguna","Male",73,2016,0
"Epidalea calamita","BC091075","Laguna","Male",81,2021,5
"Epidalea calamita","BC091076","Laguna","Female",77,2016,0
"Epidalea calamita","BC091077","Laguna","Female",79,2016,0
"Epidalea calamita","BC091078","Laguna","Female",80,2016,0
"Epidalea calamita","BC091079","Laguna","Male",72,2016,0
"Epidalea calamita","BC091079","Laguna","Male",77,2018,2
"Epidalea calamita","BC091080","Laguna","Male",81,2016,0
"Epidalea calamita","BC091081","Laguna","Male",79,2016,0
"Epidalea calamita","BC091082","Laguna","Male",78,2016,0
"Epidalea calamita","BC091083","Laguna","Male",78,2016,0
"Epidalea calamita","BC091084","Laguna","Male",81,2016,0
"Epidalea calamita","BC091085","Laguna","Male",81,2016,0
"Epidalea calamita","BC091086","Laguna","Male",73,2016,0
"Epidalea calamita","BC091087","Laguna","Male",72,2016,0
"Epidalea calamita","BC091088","Laguna","Male",80,2016,0
"Epidalea calamita","BC091089","Laguna","Female",80,2016,0
"Pelobates cultripes","PC090816","Laguna","Male",75,2016,0
"Pelobates cultripes","PC090817","Laguna","Female",96,2016,0
"Pelobates cultripes","PC090817","Laguna","Female",95,2018,2
"Pelobates cultripes","PC090817","Laguna","Female",100,2019,3
"Pelobates cultripes","PC090817","Laguna","Female",100,2021,5
"Pelobates cultripes","PC090818","Laguna","Female",86,2016,0
"Pelobates cultripes","PC090819","Laguna","Female",92,2016,0
"Pelobates cultripes","PC090820","Laguna","Male",82,2016,0
"Pelobates cultripes","PC090821","Laguna","Female",96,2016,0
"Pelobates cultripes","PC090821","Laguna","Female",101,2020,4
"Pelobates cultripes","PC090822","Laguna","Male",89,2016,0
"Pelobates cultripes","PC090822","Laguna","Male",91,2018,2
"Pelobates cultripes","PC090823","Laguna","Female",79,2016,0
"Pelobates cultripes","PC090823","Laguna","Female",94,2019,3
"Pelobates cultripes","PC090823","Laguna","Female",97.5,2021,5
"Hyla molleri","HY090587","Laguna","Female",45,2016,0
"Hyla molleri","HY090588","Laguna","Female",44,2016,0
"Epidalea calamita","BC091092","Laguna","Male",66,2016,0
"Epidalea calamita","BC091093","Laguna","Female",71,2016,0
"Epidalea calamita","BC091094","Laguna","Male",70,2016,0
"Pelobates cultripes","PC090824","Laguna","Female",84,2016,0
"Pelobates cultripes","PC090825","Laguna","Female",91,2016,0
"Pelobates cultripes","PC090825","Laguna","Female",89,2018,2
"Pelobates cultripes","PC090825","Laguna","Female",96,2020,4
"Pelobates cultripes","PC090825","Laguna","Female",101,2022,6
"Hyla molleri","HY090589","Laguna","Female",55,2016,0
"Hyla molleri","HY090590","Laguna","Male",42.5,2016,0
"Hyla molleri","HY090590","Laguna","Male",49,2017,1
"Hyla molleri","HY090591","Laguna","Female",54,2016,0
"Hyla molleri","HY090592","Laguna","Male",42.5,2016,0
"Hyla molleri","HY090593","Laguna","Female",44,2016,0
"Pelophylax perezi","RP090637","Laguna","Female",92,2016,0
"Pelobates cultripes","PC090255","Laguna","Female",99,2016,0
"Hyla molleri","HY090594","Laguna","Male",48,2016,0
"Hyla molleri","HY090595","Laguna","Male",39,2016,0
"Hyla molleri","HY090595","Laguna","Male",45,2017,1
"Pleurodeles waltl","PW091090","Laguna","Female",118,2016,0
"Pleurodeles waltl","PW091091","Laguna","Male",105,2016,0
"Pleurodeles waltl","PW091091","Laguna","Male",100,2022,6
"Pleurodeles waltl","PW091091","Laguna","Male",104,2023,7
"Pleurodeles waltl","PW091092","Laguna","Female",121,2016,0
"Pleurodeles waltl","PW091092","Laguna","Female",120,2022,6
"Pleurodeles waltl","PW091093","Laguna","Male",111,2016,0
"Pleurodeles waltl","PW091093","Laguna","Male",102,2022,6
"Pleurodeles waltl","PW091094","Laguna","Female",115,2016,0
"Pleurodeles waltl","PW091095","Laguna","Male",107,2016,0
"Pleurodeles waltl","PW091096","Laguna","Female",107,2016,0
"Pleurodeles waltl","PW091096","Laguna","Female",105,2022,6
"Pleurodeles waltl","PW091097","Laguna","Male",116,2016,0
"Pleurodeles waltl","PW091097","Laguna","Male",103,2021,5
"Pleurodeles waltl","PW091098","Laguna","Female",115,2016,0
"Pleurodeles waltl","PW091098","Laguna","Female",116,2018,2
"Pleurodeles waltl","PW091099","Laguna","Female",125,2016,0
"Pleurodeles waltl","PW091099","Laguna","Female",115,2018,2
"Pleurodeles waltl","PW091100","Laguna","Male",102,2016,0
"Pleurodeles waltl","PW091101","Laguna","Male",108,2016,0
"Pleurodeles waltl","PW091102","Laguna","Male",107,2016,0
"Pleurodeles waltl","PW091103","Laguna","Female",114,2016,0
"Pleurodeles waltl","PW091104","Laguna","Female",118,2016,0
"Pleurodeles waltl","PW091105","Laguna","Male",115,2016,0
"Pleurodeles waltl","PW091106","Laguna","Male",117,2016,0
"Pleurodeles waltl","PW091107","Laguna","Female",81,2016,0
"Pleurodeles waltl","PW091107","Laguna","Female",90,2018,2
"Hyla molleri","HY090596","Laguna","Female",52,2016,0
"Hyla molleri","HY090597","Laguna","Female",55,2016,0
"Hyla molleri","HY090598","Laguna","Female",53,2016,0
"Hyla molleri","HY090599","Laguna","Female",53,2016,0
"Pelophylax perezi","RP090638","Laguna","Male",85,2016,0
"Pelophylax perezi","RP090638","Laguna","Male",88,2018,2
"Pelophylax perezi","RP090639","Laguna","Female",94,2016,0
"Pelophylax perezi","RP090640","Laguna","Male",73,2016,0
"Pelophylax perezi","RP090641","Laguna","Female",83,2016,0
"Pelophylax perezi","RP090641","Laguna","Female",95,2018,2
"Pelophylax perezi","RP090641","Laguna","Female",90,2019,3
"Pelophylax perezi","RP090642","Laguna","Female",88,2016,0
"Pleurodeles waltl","PW090036","Laguna","Juvenile",105,2016,0
"Pleurodeles waltl","PW090059","Laguna","Male",120,2016,0
"Pleurodeles waltl","PW090059","Laguna","Male",105.5,2022,6
"Pleurodeles waltl","PW090059","Laguna","Male",110,2023,7
"Pleurodeles waltl","PW090061","Laguna","Juvenile",107,2016,0
"Pleurodeles waltl","PW090258","Laguna","Female",125,2016,0
"Pleurodeles waltl","PW090266","Laguna","Male",113,2016,0
"Pleurodeles waltl","PW090275","Laguna","Female",135,2016,3
"Pleurodeles waltl","PW090275","Laguna","Female",123,2018,5
"Pleurodeles waltl","PW090275","Laguna","Female",123,2022,9
"Pleurodeles waltl","PW090275","Laguna","Female",126,2023,10
"Pleurodeles waltl","PW090285","Laguna","Male",125,2016,0
"Pleurodeles waltl","PW090285","Laguna","Male",114,2021,5
"Pleurodeles waltl","PW090355","Laguna","Male",105,2016,0
"Pleurodeles waltl","PW090360","Laguna","Juvenile",107,2016,0
"Pleurodeles waltl","PW090517","Laguna","Male",108,2016,0
"Pleurodeles waltl","PW090517","Laguna","Male",95,2022,6
"Pleurodeles waltl","PW090554","Laguna","Female",124,2016,0
"Pleurodeles waltl","PW090570","Laguna","Male",120,2016,3
"Pleurodeles waltl","PW090584","Laguna","Female",111,2016,0
"Pleurodeles waltl","PW090601","Laguna","Female",121,2016,0
"Pleurodeles waltl","PW090612","Laguna","Male",117,2016,0
"Pleurodeles waltl","PW090612","Laguna","Male",104,2018,2
"Pleurodeles waltl","PW090683","Laguna","Male",111,2016,0
"Pleurodeles waltl","PW090695","Laguna","Male",103,2016,3
"Pleurodeles waltl","PW090839","Laguna","Female",112,2016,0
"Pleurodeles waltl","PW090857","Laguna","Female",130,2016,0
"Pleurodeles waltl","PW090857","Laguna","Female",119,2018,2
"Pleurodeles waltl","PW090869","Laguna","Male",111,2016,0
"Pleurodeles waltl","PW090878","Laguna","Male",120,2016,0
"Pleurodeles waltl","PW090878","Laguna","Male",110,2023,7
"Pleurodeles waltl","PW090879","Laguna","Male",110,2016,0
"Pleurodeles waltl","PW090887","Laguna","Female",110,2016,0
"Pleurodeles waltl","PW090907","Laguna","Male",107,2016,1
"Pleurodeles waltl","PW090913","Laguna","Male",112,2016,0
"Epidalea calamita","BC091095","Laguna","Male",72,2017,0
"Epidalea calamita","BC091095","Laguna","Male",73,2018,1
"Epidalea calamita","BC091096","Laguna","Male",84,2017,0
"Epidalea calamita","BC091096","Laguna","Male",85,2018,1
"Pelobates cultripes","PC090826","Laguna","Male",100,2017,0
"Pelobates cultripes","PC090827","Laguna","Female",87,2017,0
"Pelobates cultripes","PC090828","Laguna","Male",96,2017,0
"Pelobates cultripes","PC090829","Laguna","Female",96,2017,0
"Pelobates cultripes","PC090830","Laguna","Female",91,2017,0
"Pelobates cultripes","PC090830","Laguna","Female",94,2019,2
"Pelobates cultripes","PC090830","Laguna","Female",89,2020,3
"Pelobates cultripes","PC090831","Laguna","Male",87,2017,0
"Pelobates cultripes","PC090832","Laguna","Female",95,2017,0
"Pelobates cultripes","PC090832","Laguna","Female",96,2019,2
"Pelobates cultripes","PC090832","Laguna","Female",97,2021,4
"Pelobates cultripes","PC090833","Laguna","Male",88,2017,0
"Pelobates cultripes","PC090833","Laguna","Male",86,2019,2
"Pelobates cultripes","PC090833","Laguna","Male",90,2020,3
"Pelobates cultripes","PC090833","Laguna","Male",91,2021,4
"Pelobates cultripes","PC090834","Laguna","Male",88,2017,0
"Pelobates cultripes","PC090309","Laguna","Female",94,2017,0
"Epidalea calamita","BC091097","Laguna","Male",86,2017,0
"Epidalea calamita","BC091097","Laguna","Male",89,2018,1
"Epidalea calamita","BC091097","Laguna","Male",86,2019,2
"Epidalea calamita","BC091098","Laguna","Male",76,2017,0
"Epidalea calamita","BC091098","Laguna","Male",76,2018,1
"Epidalea calamita","BC091099","Laguna","Male",78,2017,0
"Epidalea calamita","BC091100","Laguna","Male",85,2017,0
"Epidalea calamita","BC091101","Laguna","Male",85,2017,0
"Epidalea calamita","BC091102","Laguna","Female",88,2017,0
"Epidalea calamita","BC091103","Laguna","Female",75,2017,0
"Epidalea calamita","BC091104","Laguna","Male",72,2017,0
"Epidalea calamita","BC091105","Laguna","Male",72,2017,0
"Epidalea calamita","BC091106","Laguna","Male",68,2017,0
"Epidalea calamita","BC091106","Laguna","Male",70,2018,1
"Epidalea calamita","BC091106","Laguna","Male",78,2021,4
"Pelobates cultripes","PC090835","Laguna","Female",84,2017,0
"Pelobates cultripes","PC090836","Laguna","Female",93,2017,0
"Pelobates cultripes","PC090837","Laguna","Male",92,2017,0
"Pelobates cultripes","PC090838","Laguna","Male",91,2017,0
"Pelobates cultripes","PC090838","Laguna","Male",90,2018,1
"Pelobates cultripes","PC090838","Laguna","Male",93,2019,2
"Pelobates cultripes","PC090839","Laguna","Male",89,2017,0
"Pelobates cultripes","PC090839","Laguna","Male",93,2018,1
"Pelobates cultripes","PC090839","Laguna","Male",94,2019,2
"Pelobates cultripes","PC090839","Laguna","Male",85,2020,3
"Pelobates cultripes","PC090839","Laguna","Male",95,2021,4
"Pelobates cultripes","PC090840","Laguna","Female",88,2017,0
"Pelobates cultripes","PC090841","Laguna","Female",88,2017,0
"Pelobates cultripes","PC090842","Laguna","Female",94,2017,0
"Pelobates cultripes","PC090842","Laguna","Female",91,2019,2
"Pelobates cultripes","PC090842","Laguna","Female",87,2020,3
"Pelobates cultripes","PC090842","Laguna","Female",97.5,2021,4
"Pelobates cultripes","PC090842","Laguna","Female",98,2022,5
"Pelobates cultripes","PC090843","Laguna","Male",87,2017,0
"Pelobates cultripes","PC090843","Laguna","Male",86,2018,1
"Pelobates cultripes","PC090843","Laguna","Male",89,2019,2
"Pelobates cultripes","PC090843","Laguna","Male",80,2020,3
"Pelobates cultripes","PC090843","Laguna","Male",92.5,2021,4
"Pelobates cultripes","PC090843","Laguna","Male",92,2023,6
"Pelobates cultripes","PC090843","Laguna","Male",98,2024,7
"Pelobates cultripes","PC090844","Laguna","Male",88,2017,0
"Pelobates cultripes","PC090844","Laguna","Male",87,2018,1
"Pelobates cultripes","PC090845","Laguna","Female",97,2017,0
"Pelobates cultripes","PC090845","Laguna","Female",92,2020,3
"Pelobates cultripes","PC090846","Laguna","Female",90,2017,0
"Pelobates cultripes","PC090847","Laguna","Male",84,2017,0
"Pelobates cultripes","PC090848","Laguna","Female",94,2017,0
"Pelobates cultripes","PC090849","Laguna","Female",91,2017,0
"Pelobates cultripes","PC090850","Laguna","Female",93,2017,0
"Pelobates cultripes","PC090851","Laguna","Female",88,2017,0
"Pelobates cultripes","PC090851","Laguna","Female",82,2019,2
"Pelobates cultripes","PC090852","Laguna","Female",91,2017,0
"Pelobates cultripes","PC090853","Laguna","Female",82,2017,0
"Pelobates cultripes","PC090854","Laguna","Female",91,2017,0
"Pelobates cultripes","PC090854","Laguna","Female",95,2019,2
"Pelobates cultripes","PC090854","Laguna","Female",92,2020,3
"Pelobates cultripes","PC090854","Laguna","Female",100,2021,4
"Epidalea calamita","BC091110","Laguna","Male",73,2017,0
"Epidalea calamita","BC091111","Laguna","Male",81,2017,0
"Epidalea calamita","BC091111","Laguna","Male",82,2018,1
"Epidalea calamita","BC091112","Laguna","Male",80,2017,0
"Pelobates cultripes","PC090861","Laguna","Male",88,2017,0
"Pelobates cultripes","PC090861","Laguna","Male",93,2020,3
"Hyla molleri","HY090600","Laguna","Male",40,2017,0
"Epidalea calamita","BC091113","Laguna","Female",76,2017,0
"Epidalea calamita","BC091114","Laguna","Male",82,2017,0
"Epidalea calamita","BC091114","Laguna","Male",84,2018,1
"Epidalea calamita","BC091115","Laguna","Male",74,2017,0
"Epidalea calamita","BC091116","Laguna","Female",74,2017,0
"Epidalea calamita","BC091117","Laguna","Male",82,2017,0
"Epidalea calamita","BC091118","Laguna","Male",77,2017,0
"Epidalea calamita","BC091119","Laguna","Male",63,2017,0
"Epidalea calamita","BC091120","Laguna","Male",73,2017,0
"Epidalea calamita","BC091121","Laguna","Male",77,2017,0
"Epidalea calamita","BC091122","Laguna","Male",74,2017,0
"Epidalea calamita","BC091122","Laguna","Male",82,2021,4
"Epidalea calamita","BC091123","Laguna","Male",79.5,2017,0
"Epidalea calamita","BC091123","Laguna","Male",84,2021,4
"Epidalea calamita","BC091123","Laguna","Male",85,2022,5
"Epidalea calamita","BC091123","Laguna","Male",86,2024,7
"Epidalea calamita","BC091124","Laguna","Male",75,2017,0
"Epidalea calamita","BC091124","Laguna","Male",84,2020,3
"Epidalea calamita","BC091125","Laguna","Female",90,2017,0
"Pelobates cultripes","PC090862","Laguna","Male",83,2017,0
"Pelobates cultripes","PC090863","Laguna","Male",88,2017,0
"Pelobates cultripes","PC090863","Laguna","Male",84,2020,3
"Pelobates cultripes","PC090863","Laguna","Male",94,2021,4
"Pelobates cultripes","PC090863","Laguna","Male",96.5,2022,5
"Pelobates cultripes","PC090863","Laguna","Male",97.5,2024,7
"Hyla molleri","HY090601","Laguna","Male",40,2017,0
"Hyla molleri","HY090602","Laguna","Male",43,2017,0
"Hyla molleri","HY090603","Laguna","Male",39,2017,0
"Hyla molleri","HY090604","Laguna","Male",42,2017,0
"Hyla molleri","HY090605","Laguna","Male",41,2017,0
"Hyla molleri","HY090606","Laguna","Male",38,2017,0
"Hyla molleri","HY090607","Laguna","Male",44,2017,0
"Hyla molleri","HY090608","Laguna","Male",36,2017,0
"Hyla molleri","HY090609","Laguna","Male",40,2017,0
"Hyla molleri","HY090610","Laguna","Male",43,2017,0
"Hyla molleri","HY090611","Laguna","Male",43,2017,0
"Hyla molleri","HY090612","Laguna","Male",34,2017,0
"Hyla molleri","HY090613","Laguna","Male",40,2017,0
"Hyla molleri","HY090614","Laguna","Male",43,2017,0
"Hyla molleri","HY090615","Laguna","Male",40,2017,0
"Hyla molleri","HY090616","Laguna","Male",44,2017,0
"Hyla molleri","HY090616","Laguna","Male",46,2018,1
"Hyla molleri","HY090617","Laguna","Male",41,2017,0
"Hyla molleri","HY090618","Laguna","Male",43,2017,0
"Hyla molleri","HY090619","Laguna","Male",39,2017,0
