"Species","ID","Pop","Sex","SVL_mm","Date","N_capture","year","month","years_from_mark"
"Bufo spinosus","BB09087","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09345","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09132","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09169","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09138","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09312","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09231","Bustarviejo","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09300","Bustarviejo","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09180","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09227","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09318","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09116","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09113","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09066","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09224","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09278","Bustarviejo","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09182","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09093","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09325","Bustarviejo","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09067","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09347","Bustarviejo","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09301","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09176","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09090","Bustarviejo","Male",NA,2020-03-10,"Recapture 5",2020,3,0
"Bufo spinosus","BB09085","Bustarviejo","Male",NA,2020-03-10,"Recapture 6",2020,3,0
"Bufo spinosus","BB09311","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09068","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09063","Bustarviejo","Male",NA,2020-03-10,"Recapture 8",2020,3,0
"Bufo spinosus","BB09139","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09119","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09128","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09092","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09307","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09286","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09179","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09131","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09141","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09125","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09101","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09308","Bustarviejo","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09086","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09121","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09294","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09130","Bustarviejo","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09089","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09114","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09060","Bustarviejo","Male",NA,2020-03-10,"Recapture 6",2020,3,0
"Bufo spinosus","BB09095","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09297","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09082","Bustarviejo","Male",NA,2020-03-10,"Recapture 5",2020,3,0
"Bufo spinosus","BB09309","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09324","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09215","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09112","Bustarviejo","Male",NA,2020-03-10,"Recapture 5",2020,3,0
"Bufo spinosus","BB09306","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09094","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09322","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09084","Bustarviejo","Male",NA,2020-03-10,"Recapture 5",2020,3,0
"Bufo spinosus","BB09133","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09091","Bustarviejo","Male",NA,2020-03-10,"Recapture 5",2020,3,0
"Bufo spinosus","BB09344","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09148","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09292","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09061","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09321","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09064","Bustarviejo","Male",NA,2020-03-10,"Recapture 5",2020,3,0
"Bufo spinosus","BB09346","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09083","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09122","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09304","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09302","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09144","Bustarviejo","Male",NA,2020-03-10,"Recapture 5",2020,3,0
"Bufo spinosus","BB09343","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09062","Bustarviejo","Male",NA,2020-03-10,"Recapture 8",2020,3,0
"Bufo spinosus","BB09109","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09173","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09140","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09120","Bustarviejo","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09126","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09175","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09296","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09142","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09280","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09099","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09098","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09143","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09129","Bustarviejo","Male",NA,2020-03-10,"Recapture 5",2020,3,0
"Bufo spinosus","BB09218","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09189","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09134","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09367","Bustarviejo","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09370","Bustarviejo","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09368","Bustarviejo","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09369","Bustarviejo","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09366","Bustarviejo","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09371","Bustarviejo","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09323","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09363","Bustarviejo","Female",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09172","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09287","Bustarviejo","Female",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09377","Bustarviejo","Male",NA,2020-03-10,"Mark",2020,3,0
"Bufo spinosus","BB09378","Bustarviejo","Female",NA,2020-03-10,"Mark",2020,3,0
"Bufo spinosus","BB09303","Bustarviejo","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09310","Bustarviejo","Female",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09088","Bustarviejo","Male",NA,2020-03-10,"Recapture 5",2020,3,0
"Bufo spinosus","BB09357","Bustarviejo","Female",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09379","Bustarviejo","Male",92,2020-03-10,"Mark",2020,3,0
"Bufo spinosus","BB09380","Bustarviejo","Male",97,2020-03-10,"Mark",2020,3,0
"Bufo spinosus","BB09381","Bustarviejo","Male",96,2020-03-10,"Mark",2020,3,0
"Bufo spinosus","BB09382","Bustarviejo","Male",89,2020-03-10,"Mark",2020,3,0
"Bufo spinosus","BB09383","Bustarviejo","Female",113,2020-03-10,"Mark",2020,3,0
"Bufo spinosus","BB09384","Bustarviejo","Male",NA,2020-03-10,"Mark",2020,3,0
"Bufo spinosus","BB09385","Bustarviejo","Female",NA,2020-03-10,"Mark",2020,3,0
"Bufo spinosus","BB09360","Bustarviejo","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09361","Bustarviejo","Female",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09111","Bustarviejo","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09342","Bustarviejo","Female",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09124","Bustarviejo","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09358","Bustarviejo","Female",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09100","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09386","Bustarviejo","Female",NA,2020-03-10,"Mark",2020,3,0
"Bufo spinosus","BB09145","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09226","Bustarviejo","Female",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09136","Bustarviejo","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09364","Bustarviejo","Female",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09387","Bustarviejo","Male",99,2020-03-10,"Mark",2020,3,0
"Bufo spinosus","BB09205","Albala","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09259","Albala","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09073","Albala","Male",NA,2020-03-10,"Recapture 5",2020,3,0
"Bufo spinosus","BB09199","Albala","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09071","Albala","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09074","Albala","Male",NA,2020-03-10,"Recapture 5",2020,3,0
"Bufo spinosus","BB09053","Albala","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09050","Albala","Male",NA,2020-03-10,"Recapture 7",2020,3,0
"Bufo spinosus","BB09333","Albala","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09045","Albala","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09046","Albala","Male",NA,2020-03-10,"Recapture 7",2020,3,0
"Bufo spinosus","BB09195","Albala","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09192","Albala","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09331","Albala","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09202","Albala","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09048","Albala","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09080","Albala","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09078","Albala","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09072","Albala","Male",NA,2020-03-10,"Recapture 6",2020,3,0
"Bufo spinosus","BB09354","Albala","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09163","Albala","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09079","Albala","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09210","Albala","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09212","Albala","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09054","Albala","Male",NA,2020-03-10,"Recapture 5",2020,3,0
"Bufo spinosus","BB09254","Albala","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09049","Albala","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09106","Albala","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09047","Albala","Male",NA,2020-03-10,"Recapture 5",2020,3,0
"Bufo spinosus","BB09239","Albala","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09081","Albala","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09151","Albala","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09335","Albala","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09056","Albala","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09193","Albala","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09155","Albala","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09152","Albala","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09105","Albala","Male",NA,2020-03-10,"Recapture 5",2020,3,0
"Bufo spinosus","BB09070","Albala","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09154","Albala","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09160","Albala","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09043","Albala","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09024","Albala","Male",NA,2020-03-10,"Recapture 4",2020,3,0
"Bufo spinosus","BB09026","Albala","Male",NA,2020-03-10,"Recapture 6",2020,3,0
"Bufo spinosus","BB09197","Albala","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09388","Albala","Female",NA,2020-03-10,"Mark",2020,3,0
"Bufo spinosus","BB09058","Albala","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09269","Albala","Female",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09196","Albala","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09153","Albala","Female",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09207","Albala","Male",NA,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09330","Albala","Female",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09028","Albala","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Bufo spinosus","BB09350","Albala","Female",NA,2020-03-10,"Recapture 1",2020,3,0
"Bufo spinosus","BB09389","Albala","Male",95,2020-03-10,"Mark",2020,3,0
"Bufo spinosus","BB09042","Albala","Male",104,2020-03-10,"Recapture 2",2020,3,0
"Bufo spinosus","BB09390","Albala","Male",NA,2020-03-10,"Mark",2020,3,0
"Bufo spinosus","BB09391","Albala","Female",NA,2020-03-10,"Mark",2020,3,0
"Epidalea calamita","BC091350","Laguna","Male",88,2020-03-10,"Recapture 2",2020,3,2
"Epidalea calamita","BC091535","Laguna","Male",82,2020-03-10,"Recapture 2",2020,3,1
"Epidalea calamita","BC091681","Laguna","Male",NA,2020-03-10,"Mark",2020,3,0
"Epidalea calamita","BC091649","Laguna","Female",NA,2020-03-10,"Recapture 1",2020,3,0
"Epidalea calamita","BC090554","Laguna","Male",NA,2020-03-10,"Recapture 11",2020,3,5
"Epidalea calamita","BC091682","Laguna","Female",NA,2020-03-10,"Mark",2020,3,0
"Epidalea calamita","BC091633","Laguna","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Epidalea calamita","BC091378","Laguna","Female",NA,2020-03-10,"Recapture 2",2020,3,1
"Epidalea calamita","BC091669","Laguna","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Epidalea calamita","BC091683","Laguna","Female",NA,2020-03-10,"Mark",2020,3,0
"Epidalea calamita","BC091641","Laguna","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Epidalea calamita","BC091684","Laguna","Female",NA,2020-03-10,"Mark",2020,3,0
"Epidalea calamita","BC091675","Laguna","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Epidalea calamita","BC091685","Laguna","Female",NA,2020-03-10,"Mark",2020,3,0
"Epidalea calamita","BC091227","Laguna","Male",NA,2020-03-10,"Recapture 4",2020,3,2
"Epidalea calamita","BC091686","Laguna","Female",NA,2020-03-10,"Mark",2020,3,0
"Epidalea calamita","BC091645","Laguna","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Epidalea calamita","BC091285","Laguna","Female",NA,2020-03-10,"Recapture 4",2020,3,2
"Epidalea calamita","BC091644","Laguna","Male",76,2020-03-10,"Recapture 2",2020,3,0
"Epidalea calamita","BC090172","Laguna","Male",88,2020-03-10,"Recapture 16",2020,3,7
"Epidalea calamita","BC091676","Laguna","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Epidalea calamita","BC091527","Laguna","Male",79,2020-03-10,"Recapture 3",2020,3,1
"Epidalea calamita","BC091639","Laguna","Male",72,2020-03-10,"Recapture 1",2020,3,0
"Epidalea calamita","BC091124","Laguna","Male",84,2020-03-10,"Recapture 4",2020,3,3
"Epidalea calamita","BC091043","Laguna","Male",85,2020-03-10,"Recapture 12",2020,3,4
"Epidalea calamita","BC090508","Laguna","Male",94,2020-03-10,"Recapture 26",2020,3,6
"Epidalea calamita","BC091264","Laguna","Male",80,2020-03-10,"Recapture 9",2020,3,2
"Epidalea calamita","BC091632","Laguna","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Epidalea calamita","BC091484","Laguna","Female",69,2020-03-10,"Recapture 2",2020,3,1
"Epidalea calamita","BC091163","Laguna","Male",82,2020-03-10,"Recapture 5",2020,3,2
"Epidalea calamita","BC091028","Laguna","Male",92,2020-03-10,"Recapture 7",2020,3,4
"Epidalea calamita","BC091638","Laguna","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Epidalea calamita","BC091629","Laguna","Male",NA,2020-03-10,"Recapture 3",2020,3,0
"Epidalea calamita","BC091677","Laguna","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Epidalea calamita","BC091640","Laguna","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Epidalea calamita","BC091658","Laguna","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Epidalea calamita","BC091679","Laguna","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Epidalea calamita","BC091661","Laguna","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Epidalea calamita","BC090375","Laguna","Male",85,2020-03-10,"Recapture 21",2020,3,7
"Epidalea calamita","BC091674","Laguna","Male",NA,2020-03-10,"Recapture 1",2020,3,0
"Epidalea calamita","BC091594","Laguna","Male",81,2020-03-10,"Recapture 5",2020,3,1
"Epidalea calamita","BC091687","Laguna","Male",80,2020-03-10,"Mark",2020,3,0
"Epidalea calamita","BC091688","Laguna","Male",94,2020-03-10,"Mark",2020,3,0
"Epidalea calamita","BC091689","Laguna","Male",79,2020-03-10,"Mark",2020,3,0
"Epidalea calamita","BC091690","Laguna","Male",76,2020-03-10,"Mark",2020,3,0
"Epidalea calamita","BC091691","Laguna","Male",81,2020-03-10,"Mark",2020,3,0
"Epidalea calamita","BC091692","Laguna","Male",72,2020-03-10,"Mark",2020,3,0
"Epidalea calamita","BC091693","Laguna","Male",71,2020-03-10,"Mark",2020,3,0
"Epidalea calamita","BC091694","Laguna","Female",93,2020-03-10,"Mark",2020,3,0
"Epidalea calamita","BC091695","Laguna","Male",77,2020-03-10,"Mark",2020,3,0
"Epidalea calamita","BC091696","Laguna","Male",79,2020-03-10,"Mark",2020,3,0
"Epidalea calamita","BC091697","Laguna","Male",81,2020-03-10,"Mark",2020,3,0
"Epidalea calamita","BC091698","Laguna","Male",79,2020-03-10,"Mark",2020,3,0
"Hyla molleri","HY090812","Laguna","Male",47,2020-03-10,"Mark",2020,3,0
"Hyla molleri","HY090813","Laguna","Female",51,2020-03-10,"Mark",2020,3,0
"Epidalea calamita","BC091699","Laguna","Male",81,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091700","Laguna","Female",79,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC090544","Laguna","Male",NA,2020-03-11,"Recapture 16",2020,3,5
"Epidalea calamita","BC091294","Laguna","Female",NA,2020-03-11,"Recapture 2",2020,3,2
"Epidalea calamita","BC090554","Laguna","Male",NA,2020-03-11,"Recapture 12",2020,3,5
"Epidalea calamita","BC091649","Laguna","Female",NA,2020-03-11,"Recapture 2",2020,3,0
"Epidalea calamita","BC091594","Laguna","Male",NA,2020-03-11,"Recapture 6",2020,3,1
"Epidalea calamita","BC091377","Laguna","Female",NA,2020-03-11,"Recapture 1",2020,3,2
"Epidalea calamita","BC091701","Laguna","Male",NA,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091702","Laguna","Female",NA,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091667","Laguna","Male",NA,2020-03-11,"Recapture 1",2020,3,0
"Epidalea calamita","BC091703","Laguna","Female",NA,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091704","Laguna","Male",NA,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091705","Laguna","Female",NA,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091641","Laguna","Male",NA,2020-03-11,"Recapture 2",2020,3,0
"Epidalea calamita","BC091671","Laguna","Male",NA,2020-03-11,"Recapture 1",2020,3,0
"Epidalea calamita","BC091707","Laguna","Female",NA,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091264","Laguna","Male",NA,2020-03-11,"Recapture 10",2020,3,2
"Epidalea calamita","BC090461","Laguna","Female",NA,2020-03-11,"Recapture 3",2020,3,7
"Epidalea calamita","BC091227","Laguna","Male",95,2020-03-11,"Recapture 5",2020,3,2
"Epidalea calamita","BC091694","Laguna","Female",88,2020-03-11,"Recapture 1",2020,3,0
"Epidalea calamita","BC091606","Laguna","Male",NA,2020-03-11,"Recapture 1",2020,3,1
"Epidalea calamita","BC091708","Laguna","Female",NA,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC090603","Laguna","Male",93,2020-03-11,"Recapture 16",2020,3,5
"Epidalea calamita","BC091235","Laguna","Male",76,2020-03-11,"Recapture 1",2020,3,2
"Epidalea calamita","BC091517","Laguna","Male",86,2020-03-11,"Recapture 1",2020,3,1
"Epidalea calamita","BC091515","Laguna","Male",71,2020-03-11,"Recapture 1",2020,3,1
"Epidalea calamita","BC090410","Laguna","Male",87,2020-03-11,"Recapture 13",2020,3,7
"Epidalea calamita","BC091681","Laguna","Male",70,2020-03-11,"Recapture 1",2020,3,0
"Epidalea calamita","BC091552","Laguna","Male",73,2020-03-11,"Recapture 1",2020,3,0
"Epidalea calamita","BC090097","Laguna","Male",80,2020-03-11,"Recapture 10",2020,3,6
"Epidalea calamita","BC091553","Laguna","Male",75,2020-03-11,"Recapture 1",2020,3,0
"Epidalea calamita","BC091629","Laguna","Male",NA,2020-03-11,"Recapture 4",2020,3,0
"Epidalea calamita","BC091709","Laguna","Female",NA,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091710","Laguna","Male",77,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091711","Laguna","Male",73,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091712","Laguna","Male",80,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091713","Laguna","Male",79,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091714","Laguna","Male",66,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091715","Laguna","Male",73,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091716","Laguna","Male",77,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091717","Laguna","Male",65,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091718","Laguna","Male",68,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091719","Laguna","Male",72,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091720","Laguna","Male",73,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091721","Laguna","Male",79,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091722","Laguna","Male",75,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091723","Laguna","Male",75,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091724","Laguna","Male",84,2020-03-11,"Mark",2020,3,0
"Epidalea calamita","BC091725","Laguna","Male",66,2020-03-11,"Mark",2020,3,0
