"Species","ID","Pop","Sex","SVL_mm","Date","N_capture","year","month","years_from_mark"
"Epidalea calamita","BC090420","Laguna","Male",85,2015-03-27,"Recapture 4",2015,3,2
"Epidalea calamita","BC090421","Laguna","Female",84,2015-03-27,"Recapture 2",2015,3,2
"Epidalea calamita","BC090430","Laguna","Female",91,2015-03-27,"Recapture 2",2015,3,2
"Epidalea calamita","BC090431","Laguna","Male",80,2015-03-27,"Recapture 2",2015,3,2
"Epidalea calamita","BC090434","Laguna","Male",NA,2015-03-27,"Recapture 6",2015,3,2
"Epidalea calamita","BC090436","Laguna","Male",NA,2015-03-27,"Recapture 4",2015,3,2
"Epidalea calamita","BC090439","Laguna","Male",NA,2015-03-27,"Recapture 4",2015,3,2
"Epidalea calamita","BC090442","Laguna","Male",NA,2015-03-27,"Recapture 5",2015,3,2
"Epidalea calamita","BC090454","Laguna","Male",90,2015-03-27,"Recapture 4",2015,3,2
"Epidalea calamita","BC090459","Laguna","Male",NA,2015-03-27,"Recapture 4",2015,3,2
"Epidalea calamita","BC090482","Laguna","Male",83,2015-03-27,"Recapture 1",2015,3,2
"Epidalea calamita","BC090488","Laguna","Male",75,2015-03-27,"Recapture 1",2015,3,2
"Epidalea calamita","BC090500","Laguna","Male",81,2015-03-27,"Recapture 1",2015,3,2
"Epidalea calamita","BC090504","Laguna","Male",NA,2015-03-27,"Recapture 2",2015,3,1
"Epidalea calamita","BC090506","Laguna","Male",NA,2015-03-27,"Recapture 2",2015,3,1
"Epidalea calamita","BC090507","Laguna","Male",79,2015-03-27,"Recapture 1",2015,3,1
"Epidalea calamita","BC090508","Laguna","Male",NA,2015-03-27,"Recapture 2",2015,3,1
"Epidalea calamita","BC090518","Laguna","Male",NA,2015-03-27,"Recapture 2",2015,3,1
"Epidalea calamita","BC090522","Laguna","Male",75,2015-03-27,"Recapture 1",2015,3,1
"Epidalea calamita","BC090527","Laguna","Female",97,2015-03-27,"Recapture 1",2015,3,1
"Epidalea calamita","BC090531","Laguna","Male",82,2015-03-27,"Recapture 2",2015,3,1
"Epidalea calamita","BC090535","Laguna","Male",80,2015-03-27,"Recapture 1",2015,3,1
"Epidalea calamita","BC090538","Laguna","Male",NA,2015-03-27,"Recapture 2",2015,3,0
"Epidalea calamita","BC090542","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090544","Laguna","Male",NA,2015-03-27,"Recapture 2",2015,3,0
"Epidalea calamita","BC090545","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090546","Laguna","Male",NA,2015-03-27,"Recapture 2",2015,3,0
"Epidalea calamita","BC090549","Laguna","Male",NA,2015-03-27,"Recapture 2",2015,3,0
"Epidalea calamita","BC090551","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090553","Laguna","Male",NA,2015-03-27,"Recapture 2",2015,3,0
"Epidalea calamita","BC090554","Laguna","Male",NA,2015-03-27,"Recapture 2",2015,3,0
"Epidalea calamita","BC090555","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090556","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090557","Laguna","Male",NA,2015-03-27,"Recapture 2",2015,3,0
"Epidalea calamita","BC090559","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090560","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090565","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090567","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090572","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090574","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090578","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090580","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090581","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090583","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090584","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090587","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090588","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090592","Laguna","Female",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090594","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090596","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090597","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090598","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090599","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090600","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090603","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090605","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090606","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Epidalea calamita","BC090607","Laguna","Male",NA,2015-03-27,"Recapture 1",2015,3,0
"Hyla molleri","HY090328","Laguna","Female",57,2015-03-27,"Recapture 1",2015,3,2
"Hyla molleri","HY090454","Laguna","Male",49,2015-03-27,"Recapture 2",2015,3,1
"Hyla molleri","HY090462","Laguna","Male",48,2015-03-27,"Recapture 2",2015,3,1
"Hyla molleri","HY090517","Laguna","Female",52,2015-03-27,"Recapture 1",2015,3,0
"Hyla molleri","HY090535","Laguna","Male",48,2015-03-27,"Recapture 1",2015,3,0
